# start_epoch_ms=1771461489928 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1771461489928,0,1,0
1771461490464,0,3,0
1771461490990,0,2,0
1771461491514,0,2,0
1771461492036,0,5,0
1771461492562,0,5,0
1771461493085,0,5,0
1771461493608,0,5,0
1771461494141,0,5,0
1771461494670,0,5,0
1771461495193,0,3,0
1771461495716,0,3,0
1771461496238,0,7,0
1771461496763,0,7,0
1771461497287,0,7,0
1771461497811,0,7,0
1771461498335,0,11,0
1771461498856,0,11,0
1771461499377,0,14,0
1771461499901,0,14,0
1771461500423,0,8,0
1771461500949,0,8,0
1771461501471,0,11,0
1771461501995,0,9,0
1771461502517,0,9,0
1771461503040,0,8,0
1771461503563,0,8,0
1771461504084,0,8,0
1771461504607,0,8,0
1771461505132,0,8,0
1771461505658,0,8,0
1771461506180,0,8,0
1771461506701,0,8,0
1771461507223,0,8,0
1771461507748,0,8,0
1771461508270,0,9,0
1771461508795,0,9,0
1771461509315,0,9,0
1771461509839,0,9,0
1771461510362,0,8,0
1771461510884,0,8,0
1771461511407,0,10,0
1771461511930,0,10,0
1771461512454,0,8,0
1771461512981,0,8,0
1771461513504,0,8,0
1771461514028,0,8,0
1771461514552,0,8,0
1771461515076,0,8,0
1771461515596,0,8,0
1771461516118,0,8,0
1771461516640,0,8,0
1771461517164,0,8,0
1771461517687,0,8,0
1771461518211,0,8,0
1771461518736,0,8,0
1771461519258,0,14,0
1771461519779,0,14,0
1771461520301,0,12,0
1771461520822,0,12,0
1771461521345,0,8,0
1771461521867,0,8,0
1771461522389,0,11,0
1771461522912,0,11,0
1771461523434,0,9,0
1771461523959,0,9,0
1771461524481,0,7,0
1771461525005,0,7,0
1771461525526,0,7,0
1771461526049,0,8,0
1771461526570,0,8,0
1771461527093,0,8,0
1771461527616,0,8,0
1771461528142,0,9,0
1771461528665,0,9,0
1771461529186,0,12,0
1771461529709,0,12,0
1771461530233,0,7,0
1771461530756,0,7,0
1771461531280,0,9,0
1771461531803,0,9,0
1771461532329,0,8,0
1771461532851,0,8,0
1771461533373,0,9,0
1771461533895,0,9,0
1771461534419,0,9,0
1771461534944,0,9,0
1771461535468,0,11,0
1771461535989,0,9,0
1771461536511,0,9,0
1771461537034,0,8,0
1771461537556,0,8,0
1771461538078,0,8,0
1771461538607,0,8,0
1771461539129,0,11,0
1771461539651,0,11,0
1771461540175,0,11,0
1771461540701,0,11,0
1771461541222,0,9,0
1771461541743,0,9,0
1771461542265,0,13,0
1771461542788,0,13,0
1771461543311,0,8,0
1771461543833,0,8,0
1771461544355,0,13,0
1771461544880,0,13,0
1771461545405,0,11,0
1771461545928,0,11,0
1771461546450,0,10,0
1771461546975,0,10,0
1771461547497,0,9,0
1771461548020,0,11,0
1771461548546,0,11,0
1771461549070,0,14,0
1771461549604,0,14,0
