# start_epoch_ms=1771461489928 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771461489928,oai-nr-cu,3.11,0.13,162MiB / 119.7GiB,210kB / 204kB,0B / 643kB,16
1771461492143,oai-nr-cu,5.21,0.13,162.2MiB / 119.7GiB,1.1MB / 1.1MB,0B / 651kB,16
1771461494185,oai-nr-cu,4.88,0.13,162MiB / 119.7GiB,2.8MB / 2.8MB,0B / 659kB,16
1771461496241,oai-nr-cu,5.06,0.13,162MiB / 119.7GiB,5.53MB / 5.55MB,0B / 668kB,16
1771461498288,oai-nr-cu,6.21,0.13,162MiB / 119.7GiB,9.83MB / 9.88MB,0B / 676kB,16
1771461500329,oai-nr-cu,5.84,0.13,162.3MiB / 119.7GiB,15.2MB / 15.2MB,0B / 684kB,16
1771461502375,oai-nr-cu,7.25,0.13,162MiB / 119.7GiB,20.5MB / 20.6MB,0B / 692kB,16
1771461504420,oai-nr-cu,6.56,0.13,162MiB / 119.7GiB,26MB / 26.1MB,0B / 700kB,16
1771461506484,oai-nr-cu,5.78,0.13,162MiB / 119.7GiB,31.4MB / 31.5MB,0B / 709kB,16
1771461508522,oai-nr-cu,5.95,0.13,162.3MiB / 119.7GiB,39.4MB / 39.6MB,0B / 721kB,16
1771461511582,oai-nr-cu,5.98,0.13,162MiB / 119.7GiB,44.8MB / 45.1MB,0B / 729kB,16
1771461513648,oai-nr-cu,6.07,0.13,162MiB / 119.7GiB,50.1MB / 50.4MB,0B / 737kB,16
1771461515686,oai-nr-cu,6.41,0.13,162MiB / 119.7GiB,55.5MB / 55.8MB,0B / 745kB,16
1771461517747,oai-nr-cu,6.63,0.13,162MiB / 119.7GiB,60.9MB / 61.2MB,0B / 754kB,16
1771461519783,oai-nr-cu,6.16,0.13,162MiB / 119.7GiB,66.2MB / 66.5MB,0B / 762kB,16
1771461521824,oai-nr-cu,7.17,0.13,162.1MiB / 119.7GiB,71.4MB / 71.8MB,0B / 770kB,16
1771461523888,oai-nr-cu,5.62,0.13,162MiB / 119.7GiB,76.7MB / 77.1MB,0B / 778kB,16
1771461525927,oai-nr-cu,5.88,0.13,162MiB / 119.7GiB,81.9MB / 82.4MB,0B / 786kB,16
1771461527981,oai-nr-cu,6.25,0.13,162MiB / 119.7GiB,89.8MB / 90.3MB,0B / 799kB,16
1771461531056,oai-nr-cu,6.83,0.13,162.3MiB / 119.7GiB,97.7MB / 98.2MB,0B / 811kB,16
1771461534115,oai-nr-cu,5.8,0.13,162MiB / 119.7GiB,103MB / 103MB,0B / 823kB,16
1771461536165,oai-nr-cu,5.66,0.13,162MiB / 119.7GiB,108MB / 109MB,0B / 831kB,16
1771461538199,oai-nr-cu,5.95,0.13,162MiB / 119.7GiB,113MB / 114MB,0B / 840kB,16
1771461540257,oai-nr-cu,5.9,0.13,162.3MiB / 119.7GiB,119MB / 119MB,0B / 848kB,16
1771461542299,oai-nr-cu,7.13,0.13,162.3MiB / 119.7GiB,124MB / 125MB,0B / 856kB,16
1771461544349,oai-nr-cu,6.0,0.13,162MiB / 119.7GiB,132MB / 133MB,0B / 868kB,16
1771461547416,oai-nr-cu,6.14,0.13,162.3MiB / 119.7GiB,137MB / 138MB,0B / 877kB,16
