# start_epoch_ms=1771461489928 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771461489928,oai-nr-du,144.1,0.92,1.105GiB / 119.7GiB,114GB / 114GB,0B / 209kB,24
1771461492138,oai-nr-du,148.28,0.93,1.108GiB / 119.7GiB,116GB / 116GB,0B / 209kB,26
1771461494202,oai-nr-du,155.2,0.92,1.107GiB / 119.7GiB,117GB / 117GB,0B / 209kB,24
1771461496235,oai-nr-du,163.26,0.92,1.107GiB / 119.7GiB,119GB / 119GB,0B / 209kB,24
1771461498282,oai-nr-du,182.51,0.92,1.106GiB / 119.7GiB,121GB / 121GB,0B / 209kB,24
1771461500345,oai-nr-du,181.87,0.92,1.106GiB / 119.7GiB,123GB / 123GB,0B / 209kB,24
1771461502391,oai-nr-du,180.58,0.92,1.106GiB / 119.7GiB,125GB / 125GB,0B / 209kB,24
1771461505450,oai-nr-du,177.33,0.92,1.106GiB / 119.7GiB,127GB / 127GB,0B / 209kB,24
1771461507494,oai-nr-du,175.92,0.93,1.108GiB / 119.7GiB,129GB / 129GB,0B / 209kB,24
1771461509552,oai-nr-du,181.2,0.92,1.105GiB / 119.7GiB,132GB / 132GB,0B / 209kB,24
1771461512622,oai-nr-du,178.52,0.92,1.106GiB / 119.7GiB,133GB / 133GB,0B / 221kB,24
1771461514668,oai-nr-du,176.98,0.93,1.107GiB / 119.7GiB,135GB / 135GB,0B / 221kB,24
1771461516711,oai-nr-du,177.54,0.92,1.107GiB / 119.7GiB,137GB / 137GB,0B / 221kB,24
1771461518760,oai-nr-du,178.93,0.92,1.107GiB / 119.7GiB,139GB / 139GB,0B / 221kB,24
1771461520802,oai-nr-du,177.4,0.92,1.106GiB / 119.7GiB,140GB / 140GB,0B / 221kB,24
1771461522858,oai-nr-du,175.59,0.92,1.107GiB / 119.7GiB,142GB / 142GB,0B / 221kB,24
1771461524907,oai-nr-du,178.96,0.92,1.107GiB / 119.7GiB,145GB / 145GB,0B / 221kB,24
1771461527974,oai-nr-du,178.42,0.92,1.105GiB / 119.7GiB,147GB / 147GB,0B / 221kB,24
1771461530011,oai-nr-du,177.21,0.92,1.106GiB / 119.7GiB,148GB / 148GB,0B / 221kB,24
1771461532063,oai-nr-du,179.11,0.92,1.106GiB / 119.7GiB,150GB / 150GB,0B / 221kB,24
1771461534110,oai-nr-du,179.16,0.92,1.105GiB / 119.7GiB,152GB / 152GB,0B / 221kB,24
1771461536160,oai-nr-du,179.23,0.92,1.106GiB / 119.7GiB,154GB / 154GB,0B / 221kB,24
1771461538214,oai-nr-du,185.88,0.92,1.106GiB / 119.7GiB,156GB / 156GB,0B / 221kB,24
1771461541274,oai-nr-du,179.05,0.92,1.106GiB / 119.7GiB,158GB / 158GB,0B / 221kB,24
1771461543309,oai-nr-du,182.48,0.92,1.105GiB / 119.7GiB,160GB / 160GB,0B / 233kB,24
1771461545377,oai-nr-du,179.77,0.93,1.108GiB / 119.7GiB,162GB / 162GB,0B / 233kB,24
1771461547411,oai-nr-du,180.66,0.92,1.106GiB / 119.7GiB,163GB / 163GB,0B / 233kB,24
