# start_epoch_ms=1771460383329 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771460383329,oai-nr-cu,1.46,0.13,153.4MiB / 119.7GiB,15.7kB / 7.49kB,0B / 324kB,16
1771460386202,oai-nr-cu,2.18,0.13,153.4MiB / 119.7GiB,16kB / 7.81kB,0B / 340kB,16
1771460389241,oai-nr-cu,1.62,0.13,153.4MiB / 119.7GiB,16.2kB / 8.02kB,0B / 348kB,16
1771460391275,oai-nr-cu,1.96,0.13,153.4MiB / 119.7GiB,16.3kB / 8.1kB,0B / 360kB,16
1771460394314,oai-nr-cu,1.4,0.13,153.4MiB / 119.7GiB,16.3kB / 8.15kB,0B / 373kB,16
1771460397352,oai-nr-cu,2.1,0.13,153.4MiB / 119.7GiB,16.3kB / 8.15kB,0B / 385kB,16
1771460400389,oai-nr-cu,1.8,0.13,153.4MiB / 119.7GiB,16.4kB / 8.25kB,0B / 393kB,16
1771460402416,oai-nr-cu,1.62,0.13,153.4MiB / 119.7GiB,16.4kB / 8.25kB,0B / 406kB,16
1771460405450,oai-nr-cu,1.76,0.13,153.4MiB / 119.7GiB,16.5kB / 8.36kB,0B / 418kB,16
1771460408498,oai-nr-cu,2.14,0.13,153.4MiB / 119.7GiB,16.8kB / 8.36kB,0B / 430kB,16
1771460411532,oai-nr-cu,2.15,0.13,153.4MiB / 119.7GiB,16.9kB / 8.36kB,0B / 438kB,16
1771460413563,oai-nr-cu,1.92,0.13,153.4MiB / 119.7GiB,16.9kB / 8.36kB,0B / 451kB,16
1771460416596,oai-nr-cu,2.0,0.13,153.4MiB / 119.7GiB,16.9kB / 8.36kB,0B / 459kB,16
1771460418631,oai-nr-cu,1.97,0.13,153.4MiB / 119.7GiB,17.4kB / 8.78kB,0B / 471kB,16
1771460421669,oai-nr-cu,3.02,0.13,153.5MiB / 119.7GiB,17.4kB / 8.78kB,0B / 483kB,16
1771460424704,oai-nr-cu,2.2,0.13,153.4MiB / 119.7GiB,17.5kB / 8.82kB,0B / 492kB,16
1771460426733,oai-nr-cu,1.87,0.13,153.4MiB / 119.7GiB,17.5kB / 8.82kB,0B / 504kB,16
1771460429765,oai-nr-cu,2.05,0.13,153.4MiB / 119.7GiB,17.5kB / 8.82kB,0B / 512kB,16
1771460431792,oai-nr-cu,1.63,0.13,153.4MiB / 119.7GiB,17.8kB / 8.93kB,0B / 520kB,16
1771460433817,oai-nr-cu,2.18,0.13,153.4MiB / 119.7GiB,17.8kB / 8.93kB,0B / 528kB,16
1771460435843,oai-nr-cu,1.48,0.13,153.4MiB / 119.7GiB,17.9kB / 9.04kB,0B / 541kB,16
1771460438880,oai-nr-cu,1.68,0.13,153.4MiB / 119.7GiB,17.9kB / 9.04kB,0B / 549kB,16
