# start_epoch_ms=1771460383329 interval_s=0.5
ts_epoch_ms,gpu_index,power_draw_w,power_limit_w,temp_gpu_c
1771460383329,0,11.10,[N/A],46
1771460383855,0,11.16,[N/A],46
1771460384385,0,11.13,[N/A],46
1771460384919,0,11.28,[N/A],46
1771460385449,0,11.48,[N/A],46
1771460385983,0,11.71,[N/A],46
1771460386514,0,11.97,[N/A],46
1771460387044,0,11.93,[N/A],46
1771460387581,0,12.14,[N/A],46
1771460388108,0,12.02,[N/A],46
1771460388632,0,11.96,[N/A],46
1771460389161,0,11.99,[N/A],46
1771460389686,0,11.59,[N/A],46
1771460390210,0,11.67,[N/A],46
1771460390735,0,11.78,[N/A],46
1771460391271,0,11.72,[N/A],46
1771460391799,0,11.91,[N/A],46
1771460392324,0,11.80,[N/A],46
1771460392853,0,11.39,[N/A],46
1771460393380,0,11.45,[N/A],46
1771460393902,0,11.67,[N/A],46
1771460394427,0,11.58,[N/A],46
1771460394952,0,11.37,[N/A],46
1771460395481,0,11.49,[N/A],46
1771460396005,0,11.56,[N/A],46
1771460396529,0,11.57,[N/A],46
1771460397055,0,11.52,[N/A],46
1771460397581,0,11.64,[N/A],46
1771460398105,0,11.71,[N/A],46
1771460398634,0,11.68,[N/A],46
1771460399160,0,11.71,[N/A],46
1771460399693,0,11.65,[N/A],46
1771460400222,0,11.55,[N/A],46
1771460400749,0,11.51,[N/A],46
1771460401278,0,11.52,[N/A],46
1771460401803,0,11.51,[N/A],46
1771460402328,0,11.60,[N/A],46
1771460402857,0,11.63,[N/A],46
1771460403383,0,11.56,[N/A],46
1771460403909,0,11.53,[N/A],46
1771460404433,0,11.52,[N/A],46
1771460404958,0,11.53,[N/A],46
1771460405488,0,11.53,[N/A],46
1771460406012,0,11.57,[N/A],46
1771460406539,0,11.61,[N/A],46
1771460407066,0,11.59,[N/A],46
1771460407589,0,11.59,[N/A],46
1771460408112,0,11.60,[N/A],46
1771460408640,0,11.55,[N/A],46
1771460409169,0,11.57,[N/A],46
1771460409696,0,12.09,[N/A],46
1771460410224,0,12.21,[N/A],47
1771460410753,0,11.74,[N/A],46
1771460411278,0,11.69,[N/A],46
1771460411804,0,11.72,[N/A],46
1771460412329,0,11.61,[N/A],46
1771460412859,0,11.65,[N/A],47
1771460413385,0,11.91,[N/A],46
1771460413910,0,11.97,[N/A],47
1771460414435,0,11.93,[N/A],47
1771460414961,0,11.88,[N/A],47
1771460415488,0,11.81,[N/A],47
1771460416014,0,11.86,[N/A],47
1771460416537,0,11.90,[N/A],47
1771460417063,0,11.87,[N/A],47
1771460417591,0,12.02,[N/A],47
1771460418120,0,11.63,[N/A],47
1771460418645,0,11.65,[N/A],47
1771460419168,0,11.85,[N/A],47
1771460419698,0,11.67,[N/A],47
1771460420227,0,12.02,[N/A],47
1771460420759,0,12.06,[N/A],47
1771460421289,0,11.69,[N/A],47
1771460421814,0,12.94,[N/A],47
1771460422359,0,14.76,[N/A],47
1771460422887,0,15.09,[N/A],47
1771460423416,0,14.15,[N/A],47
1771460423947,0,12.42,[N/A],47
1771460424477,0,11.79,[N/A],47
1771460425004,0,11.83,[N/A],47
1771460425533,0,11.85,[N/A],47
1771460426058,0,11.80,[N/A],47
1771460426581,0,11.87,[N/A],47
1771460427105,0,12.05,[N/A],47
1771460427649,0,12.14,[N/A],47
1771460428175,0,11.72,[N/A],47
1771460428700,0,11.49,[N/A],47
1771460429231,0,11.92,[N/A],47
1771460429759,0,12.04,[N/A],47
1771460430287,0,11.56,[N/A],47
1771460430814,0,11.34,[N/A],47
1771460431342,0,11.32,[N/A],47
1771460431872,0,11.56,[N/A],47
1771460432400,0,12.17,[N/A],47
1771460432926,0,12.16,[N/A],47
1771460433454,0,11.97,[N/A],47
1771460433985,0,11.98,[N/A],47
1771460434515,0,12.28,[N/A],47
1771460435041,0,12.13,[N/A],47
1771460435568,0,11.83,[N/A],47
1771460436097,0,11.99,[N/A],47
1771460436623,0,11.92,[N/A],47
1771460437153,0,12.08,[N/A],47
1771460437678,0,11.99,[N/A],47
1771460438205,0,11.87,[N/A],47
1771460438732,0,11.84,[N/A],47
1771460439260,0,11.80,[N/A],47
1771460439789,0,11.90,[N/A],47
1771460440318,0,11.70,[N/A],47
1771460440845,0,11.63,[N/A],47
1771460441374,0,11.56,[N/A],47
1771460441902,0,11.79,[N/A],47
1771460442430,0,12.06,[N/A],47
1771460442959,0,11.95,[N/A],47
