# start_epoch_ms=1771539812471 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771539812471,oai-nr-du,210.32,0.81,993.2MiB / 119.7GiB,327GB / 327GB,0B / 14MB,22
1771539815144,oai-nr-du,212.53,0.81,992.5MiB / 119.7GiB,330GB / 330GB,0B / 14MB,22
1771539818151,oai-nr-du,210.68,0.81,992.6MiB / 119.7GiB,333GB / 332GB,0B / 14MB,22
1771539821160,oai-nr-du,215.03,0.81,993.2MiB / 119.7GiB,335GB / 335GB,0B / 14MB,22
1771539824169,oai-nr-du,212.19,0.81,993.3MiB / 119.7GiB,338GB / 338GB,0B / 14MB,22
1771539827177,oai-nr-du,213.37,0.81,993.3MiB / 119.7GiB,341GB / 341GB,0B / 14MB,22
1771539830188,oai-nr-du,213.57,0.81,992.7MiB / 119.7GiB,343GB / 343GB,0B / 14MB,22
1771539833196,oai-nr-du,216.76,0.81,992.7MiB / 119.7GiB,346GB / 346GB,0B / 14MB,22
1771539836205,oai-nr-du,213.92,0.81,993.4MiB / 119.7GiB,349GB / 349GB,0B / 14MB,22
1771539839213,oai-nr-du,216.84,0.81,993MiB / 119.7GiB,351GB / 351GB,0B / 14MB,22
1771539841232,oai-nr-du,211.82,0.81,992.8MiB / 119.7GiB,353GB / 353GB,0B / 14MB,22
1771539844239,oai-nr-du,212.28,0.81,992.5MiB / 119.7GiB,356GB / 356GB,0B / 14MB,22
1771539847248,oai-nr-du,214.43,0.81,992.6MiB / 119.7GiB,359GB / 359GB,0B / 14MB,22
1771539850255,oai-nr-du,212.95,0.81,993.1MiB / 119.7GiB,362GB / 362GB,0B / 14MB,22
1771539853264,oai-nr-du,211.16,0.81,992.7MiB / 119.7GiB,364GB / 364GB,0B / 14MB,22
1771539856273,oai-nr-du,213.93,0.81,992.6MiB / 119.7GiB,367GB / 367GB,0B / 14MB,22
1771539859280,oai-nr-du,217.6,0.81,992.6MiB / 119.7GiB,370GB / 370GB,0B / 14MB,22
1771539862286,oai-nr-du,215.12,0.81,992.7MiB / 119.7GiB,373GB / 373GB,0B / 14MB,22
1771539865298,oai-nr-du,213.41,0.81,992.6MiB / 119.7GiB,375GB / 375GB,0B / 14MB,22
1771539868304,oai-nr-du,212.71,0.81,992.9MiB / 119.7GiB,378GB / 378GB,0B / 14MB,22
