# start_epoch_ms=1772064465271 interval_s=0.5 source=/proc/stat
ts_epoch_ms,cpu_total_pct,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,load1,load5,load15,procs_running,procs_total
1772064465271,nan,nan,nan,nan,nan,3.14,3.14,2.69,8,2288
1772064465771,22.426096,11.314985,11.111111,0.305810,77.268094,3.14,3.14,2.69,3,2461
1772064466272,18.616480,8.952187,9.664293,0.000000,81.383520,3.14,3.14,2.69,7,2465
1772064466772,18.743668,9.625127,9.118541,0.000000,81.256332,3.14,3.14,2.69,11,2465
1772064467273,18.191057,9.756098,8.434959,0.000000,81.808943,2.97,3.1,2.68,7,2457
1772064467773,17.653061,9.285714,8.367347,0.000000,82.346939,2.97,3.1,2.68,8,2468
1772064468274,18.597561,9.451220,9.146341,0.000000,81.402439,2.97,3.1,2.68,2,2460
1772064468774,18.089431,9.247967,8.841463,0.000000,81.910569,2.97,3.1,2.68,9,2470
1772064469275,18.107833,9.359105,8.748728,0.000000,81.892167,2.97,3.1,2.68,10,2470
1772064469775,18.255578,9.026369,9.229209,0.000000,81.744422,2.97,3.1,2.68,3,2470
1772064470276,18.246687,9.378186,8.868502,0.000000,81.753313,2.97,3.1,2.68,9,2473
1772064470776,18.079673,9.193054,8.886619,0.102145,81.818182,2.97,3.1,2.68,6,2470
1772064471277,17.368962,9.352518,8.016444,0.000000,82.631038,2.97,3.1,2.68,4,2460
1772064471777,19.234642,9.869084,9.365559,0.000000,80.765358,2.97,3.1,2.68,6,2472
1772064472278,18.718210,9.562564,9.155646,0.000000,81.281790,3.05,3.12,2.68,5,2472
1772064472778,19.042770,9.877800,9.164969,0.000000,80.957230,3.05,3.12,2.68,5,2473
1772064473279,18.469388,9.693878,8.775510,0.000000,81.530612,3.05,3.12,2.68,4,2462
1772064473779,18.724280,10.082305,8.641975,0.000000,81.275720,3.05,3.12,2.68,8,2470
1772064474280,19.653768,10.183299,9.470468,0.000000,80.346232,3.05,3.12,2.68,4,2458
1772064474780,19.587629,10.309278,9.278351,0.000000,80.412371,3.05,3.12,2.68,10,2468
1772064475281,20.205128,11.076923,9.128205,0.000000,79.794872,3.05,3.12,2.68,11,2470
1772064475781,19.979716,10.446247,9.533469,0.202840,79.817444,3.05,3.12,2.68,9,2468
1772064476282,20.370370,10.596708,9.773663,0.000000,79.629630,3.05,3.12,2.68,4,2459
1772064476782,20.306122,10.306122,10.000000,0.000000,79.693878,3.05,3.12,2.68,2,2469
1772064477282,20.000000,10.714286,9.285714,0.000000,80.000000,3.05,3.11,2.69,4,2459
