# start_epoch_ms=1772064465272 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772064465272,oai-nr-cu,2.91,0.13,162.3MiB / 119.7GiB,153kB / 143kB,0B / 647kB,16
1772064467287,oai-nr-cu,4.27,0.13,162.3MiB / 119.7GiB,1.46MB / 1.46MB,0B / 659kB,16
1772064470295,oai-nr-cu,4.31,0.13,162.3MiB / 119.7GiB,4.49MB / 4.51MB,0B / 672kB,16
1772064473304,oai-nr-cu,6.11,0.13,162.3MiB / 119.7GiB,10.4MB / 10.5MB,0B / 684kB,16
1772064476310,oai-nr-cu,6.4,0.13,162.5MiB / 119.7GiB,18MB / 18.1MB,0B / 696kB,16
1772064479318,oai-nr-cu,6.16,0.13,162.3MiB / 119.7GiB,25.7MB / 25.8MB,0B / 709kB,16
1772064482326,oai-nr-cu,5.7,0.13,162.5MiB / 119.7GiB,33.3MB / 33.5MB,0B / 721kB,16
1772064485333,oai-nr-cu,6.85,0.13,162.8MiB / 119.7GiB,40.9MB / 41.1MB,0B / 733kB,16
1772064488339,oai-nr-cu,5.77,0.13,162.8MiB / 119.7GiB,48.5MB / 48.8MB,0B / 745kB,16
1772064491346,oai-nr-cu,6.21,0.13,162.3MiB / 119.7GiB,56.1MB / 56.4MB,0B / 758kB,16
1772064494354,oai-nr-cu,5.82,0.13,162.5MiB / 119.7GiB,63.7MB / 64MB,0B / 770kB,16
1772064497362,oai-nr-cu,5.59,0.13,162.5MiB / 119.7GiB,71.2MB / 71.5MB,0B / 782kB,16
1772064500370,oai-nr-cu,5.69,0.13,162.5MiB / 119.7GiB,78.6MB / 79.1MB,0B / 795kB,16
1772064503379,oai-nr-cu,5.83,0.13,162.5MiB / 119.7GiB,86.1MB / 86.6MB,0B / 807kB,16
1772064506384,oai-nr-cu,5.99,0.13,162.3MiB / 119.7GiB,93.7MB / 94.1MB,0B / 819kB,16
1772064509392,oai-nr-cu,5.63,0.13,162.3MiB / 119.7GiB,101MB / 102MB,0B / 831kB,16
1772064512400,oai-nr-cu,5.91,0.13,162.3MiB / 119.7GiB,109MB / 109MB,0B / 844kB,16
1772064515407,oai-nr-cu,6.77,0.13,162.3MiB / 119.7GiB,116MB / 117MB,0B / 856kB,16
1772064518416,oai-nr-cu,5.55,0.13,162.5MiB / 119.7GiB,124MB / 124MB,0B / 868kB,16
1772064521425,oai-nr-cu,5.71,0.13,162.5MiB / 119.7GiB,131MB / 132MB,0B / 881kB,16
