ue_count,run_name,start_epoch_ms,start_iso_utc,test_window_start_ms,test_window_end_ms,test_window_duration_s,test_window_source,iperf_expected_ues,iperf_total_mbps,iperf_per_ue_mbps,iperf_files,iperf_parse_ok_rate,iperf_end_present_rate,iperf_missing_end,iperf_warn_prefix,iperf_stderr_err,iperf_reverse_n,iperf_fairness_jain,cu_cpu_mean_pct,cu_cpu_p95_pct,du_cpu_mean_pct,du_cpu_p95_pct,system_cpu_mean_pct,system_cpu_p95_pct,ldpc_impl,ldpc_threads_cfg,ldpc_bucket_ms,ldpc_wall_mean_us,ldpc_wall_p95_us,ldpc_perseg_mean_us,ldpc_samples_per_s,ldpc_segments_est_mean,ldpc_effpar_mean,ldpc_core_proxy_mean_us,ldpc_core_proxy_p95_us,ldpc_core_proxy_method,slots_per_frame,slot_rate_mean_sps,real_time_factor,zmq_published_counter_rate_sps,zmq_published_line_rate_sps,zmq_usage_error,gpu_util_mean_pct,gpu_util_p95_pct,gpu_power_mean_w,gpu_power_p95_w,gpu_temp_mean_c
0,20260225_184233_ues0,1772062953211,2026-02-25T23:42:33.211000+00:00,1772062953211,1772063013211,60.0,manifest_start+fallback_duration,0,,,0,,,0,0,0,0,,1.8678947368421053,2.843999999999998,212.8721052631579,216.091,15.077954410714286,16.99668025,unknown,,5,,,,0.0,,,,,eff_parallelism_scaling,10,3693.030277614694,3.693030277614694,,0.0,False,1.2897196261682242,3.6999999999999886,11.484392523364486,12.11,45.94392523364486
1,20260225_184947_ues1,1772063387527,2026-02-25T23:49:47.527000+00:00,1772063387000,1772063447000,60.0,iperf,1,103.33752492795443,103.33752492795443,1,1.0,1.0,0,0,0,0,1.0,20.734736842105264,22.537999999999997,349.31157894736845,351.63700000000006,27.864412410714287,29.7440519,cuda,1,5,316.0244155844156,350.834,51.00103896103896,1.296339944105862,6.212402285823838,1.0,316.0244155844156,350.834,eff_parallelism_scaling,10,1702.557540450895,1.702557540450895,,0.0,False,44.850467289719624,47.0,38.476168224299066,39.114,56.23364485981308
3,20260225_185307_ues3,1772063587937,2026-02-25T23:53:07.937000+00:00,1772063588000,1772063648000,60.0,iperf,3,66.44097631160128,22.146992103867092,3,1.0,1.0,0,0,0,0,0.9999998702741685,17.21,18.11,329.725,339.5735,29.25069230357143,31.818182,cuda,1,5,316.89959999999996,347.8925,55.4164,0.8456659619450317,5.901476466583983,1.0,316.89959999999996,347.8925,eff_parallelism_scaling,10,1060.8930987821382,1.060893098782138,,0.0,False,29.27777777777778,34.0,29.734485981308413,30.544999999999998,55.13084112149533
6,20260225_190248_ues6,1772064169131,2026-02-26T00:02:49.131000+00:00,1772064169000,1772064229000,60.0,iperf,6,35.01222468767358,5.83537078127893,6,1.0,1.0,0,0,0,0,0.9999300679598447,9.773157894736842,10.754999999999999,231.60368421052632,244.68699999999998,24.22767288392857,26.0753786,cuda,1,5,369.46730769230766,392.66,78.61038461538462,0.43758520288806235,4.784942774832197,1.0,369.46730769230766,392.66,eff_parallelism_scaling,10,550.9831605771549,0.5509831605771549,,0.0,False,19.33644859813084,22.0,22.252924528301886,23.135,55.028301886792455
12,20260225_190743_ues12,1772064465271,2026-02-26T00:07:45.271000+00:00,1772064465000,1772064525000,60.0,iperf,12,16.146385690284404,1.3455321408570338,12,1.0,0.0,12,12,0,0,0.9999979770528282,5.803684210526316,6.778,172.91157894736844,176.616,19.456327625,20.70432055,cuda,1,5,345.17,373.05,79.56615384615385,0.23871607477321974,4.487306337525983,1.0,345.17,373.05,eff_parallelism_scaling,10,282.15066404599645,0.2821506640459964,,,False,9.448598130841122,11.0,17.08066037735849,17.5975,52.62264150943396
