# start_epoch_ms=1771540536171 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771540536171,oai-nr-cu,5.69,0.13,158.4MiB / 119.7GiB,3.92MB / 1.39MB,0B / 14.4MB,16
1771540539194,oai-nr-cu,8.0,0.13,158.4MiB / 119.7GiB,12.4MB / 9.88MB,0B / 14.4MB,16
1771540542203,oai-nr-cu,9.6,0.13,158.7MiB / 119.7GiB,27.1MB / 24.7MB,0B / 14.5MB,16
1771540545210,oai-nr-cu,9.32,0.13,158.9MiB / 119.7GiB,41.8MB / 39.4MB,0B / 14.5MB,16
1771540548217,oai-nr-cu,8.51,0.13,158.4MiB / 119.7GiB,56.2MB / 53.9MB,0B / 14.5MB,16
1771540551224,oai-nr-cu,9.36,0.13,158.4MiB / 119.7GiB,70.6MB / 68.4MB,0B / 14.5MB,16
1771540554233,oai-nr-cu,8.67,0.13,158.7MiB / 119.7GiB,84.8MB / 82.7MB,0B / 14.5MB,16
1771540557240,oai-nr-cu,9.28,0.13,158.4MiB / 119.7GiB,99.1MB / 97.1MB,0B / 14.5MB,16
1771540560247,oai-nr-cu,9.32,0.13,158.7MiB / 119.7GiB,113MB / 111MB,0B / 14.5MB,16
1771540563255,oai-nr-cu,9.05,0.13,158.6MiB / 119.7GiB,128MB / 126MB,0B / 14.5MB,16
1771540566263,oai-nr-cu,8.97,0.13,158.4MiB / 119.7GiB,142MB / 140MB,0B / 14.6MB,16
1771540569269,oai-nr-cu,7.34,0.13,158.7MiB / 119.7GiB,156MB / 154MB,0B / 14.6MB,16
1771540572275,oai-nr-cu,7.72,0.13,158.7MiB / 119.7GiB,170MB / 168MB,0B / 14.6MB,16
1771540575280,oai-nr-cu,8.51,0.13,158.7MiB / 119.7GiB,184MB / 183MB,0B / 14.6MB,16
1771540578290,oai-nr-cu,8.56,0.13,158.4MiB / 119.7GiB,199MB / 197MB,0B / 14.6MB,16
1771540581296,oai-nr-cu,9.27,0.13,158.7MiB / 119.7GiB,213MB / 212MB,0B / 14.6MB,16
1771540584305,oai-nr-cu,8.65,0.13,158.4MiB / 119.7GiB,228MB / 226MB,0B / 14.6MB,16
1771540587314,oai-nr-cu,9.29,0.13,158.4MiB / 119.7GiB,243MB / 241MB,0B / 14.6MB,16
1771540590322,oai-nr-cu,8.47,0.13,158.6MiB / 119.7GiB,257MB / 256MB,0B / 14.7MB,16
1771540593331,oai-nr-cu,8.81,0.13,158.7MiB / 119.7GiB,272MB / 270MB,0B / 14.7MB,16
