# start_epoch_ms=1771540536172 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771540536172,oai-nr-du,160.07,0.83,1015MiB / 119.7GiB,82.8GB / 82.8GB,0B / 14MB,22
1771540538190,oai-nr-du,201.67,0.83,1014MiB / 119.7GiB,85.2GB / 85.3GB,0B / 14MB,22
1771540541198,oai-nr-du,209.43,0.83,1015MiB / 119.7GiB,87.7GB / 87.7GB,0B / 14MB,22
1771540544206,oai-nr-du,206.93,0.83,1013MiB / 119.7GiB,90.2GB / 90.2GB,0B / 14MB,22
1771540547214,oai-nr-du,201.18,0.83,1014MiB / 119.7GiB,92.6GB / 92.6GB,0B / 14MB,22
1771540550223,oai-nr-du,205.9,0.83,1014MiB / 119.7GiB,94.9GB / 95GB,0B / 14MB,22
1771540553230,oai-nr-du,201.77,0.83,1015MiB / 119.7GiB,97.3GB / 97.4GB,0B / 14MB,22
1771540556237,oai-nr-du,203.36,0.83,1014MiB / 119.7GiB,99.7GB / 99.8GB,0B / 14MB,22
1771540559245,oai-nr-du,202.16,0.83,1015MiB / 119.7GiB,102GB / 102GB,0B / 14MB,22
1771540562252,oai-nr-du,200.98,0.83,1015MiB / 119.7GiB,104GB / 105GB,0B / 14MB,22
1771540565259,oai-nr-du,203.39,0.83,1015MiB / 119.7GiB,107GB / 107GB,0B / 14MB,22
1771540568266,oai-nr-du,202.31,0.83,1015MiB / 119.7GiB,109GB / 109GB,0B / 14MB,22
1771540571272,oai-nr-du,203.43,0.83,1015MiB / 119.7GiB,112GB / 112GB,0B / 14MB,22
1771540574278,oai-nr-du,201.43,0.83,1015MiB / 119.7GiB,114GB / 114GB,0B / 14MB,22
1771540577285,oai-nr-du,201.06,0.83,1016MiB / 119.7GiB,116GB / 117GB,0B / 14MB,22
1771540580294,oai-nr-du,205.38,0.83,1014MiB / 119.7GiB,119GB / 119GB,0B / 14MB,22
1771540583303,oai-nr-du,204.45,0.83,1014MiB / 119.7GiB,121GB / 121GB,0B / 14MB,22
1771540586310,oai-nr-du,214.42,0.83,1014MiB / 119.7GiB,124GB / 124GB,0B / 14MB,22
1771540589319,oai-nr-du,207.47,0.83,1014MiB / 119.7GiB,126GB / 126GB,0B / 14MB,22
1771540592326,oai-nr-du,209.1,0.83,1015MiB / 119.7GiB,129GB / 129GB,0B / 14MB,22
