# start_epoch_ms=1771540841133 srk_root=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu python=/home/ryan/aerial-dgx-spark/experiments/srk/oai-cpu/venv/bin/python
ts_epoch_ms	stream	line
1771540841172	zmq_stats_client	2026-02-19 17:40:41,172 - INFO - Connected to UE stats publisher at tcp://127.0.0.1:5555
1771540841172	zmq_stats_client	2026-02-19 17:40:41,172 - INFO - Subscribed to 'ue_stats' topic
1771540841172	zmq_stats_client	2026-02-19 17:40:41,172 - INFO - Starting UE stats subscriber...
1771540841172	zmq_stats_client	2026-02-19 17:40:41,172 - INFO - Waiting for UE stats data (max_messages: unlimited)
1771540841172	zmq_stats_client	2026-02-19 17:40:41,172 - INFO - Press Ctrl+C to stop
