# start_epoch_ms=1772061288293 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772061288293,oai-nr-cu,21.46,0.13,154.2MiB / 119.7GiB,25.3MB / 22.9MB,0B / 14.1MB,16
1772061291315,oai-nr-cu,23.9,0.13,154.1MiB / 119.7GiB,74.4MB / 72.2MB,0B / 14.1MB,16
1772061294323,oai-nr-cu,23.96,0.13,154MiB / 119.7GiB,123MB / 121MB,0B / 14.1MB,16
1772061297330,oai-nr-cu,23.42,0.13,154MiB / 119.7GiB,172MB / 171MB,0B / 14.1MB,16
1772061300337,oai-nr-cu,24.72,0.13,154MiB / 119.7GiB,221MB / 220MB,0B / 14.1MB,16
1772061303344,oai-nr-cu,22.86,0.13,154.1MiB / 119.7GiB,271MB / 269MB,0B / 14.1MB,16
1772061306352,oai-nr-cu,23.66,0.13,154MiB / 119.7GiB,319MB / 319MB,0B / 14.2MB,16
1772061309359,oai-nr-cu,22.59,0.13,154MiB / 119.7GiB,369MB / 368MB,0B / 14.2MB,16
1772061312367,oai-nr-cu,23.81,0.13,153.8MiB / 119.7GiB,418MB / 417MB,0B / 14.2MB,16
1772061315375,oai-nr-cu,21.69,0.13,154MiB / 119.7GiB,466MB / 466MB,0B / 14.2MB,16
1772061318379,oai-nr-cu,22.02,0.13,154MiB / 119.7GiB,515MB / 515MB,0B / 14.2MB,16
1772061321388,oai-nr-cu,22.88,0.13,154MiB / 119.7GiB,564MB / 565MB,0B / 14.2MB,16
1772061324394,oai-nr-cu,22.05,0.13,153.8MiB / 119.7GiB,613MB / 614MB,0B / 14.2MB,16
1772061327402,oai-nr-cu,24.4,0.13,153.9MiB / 119.7GiB,662MB / 663MB,0B / 14.2MB,16
1772061330410,oai-nr-cu,23.52,0.13,154MiB / 119.7GiB,711MB / 712MB,0B / 14.3MB,16
1772061333417,oai-nr-cu,21.81,0.13,154MiB / 119.7GiB,760MB / 762MB,0B / 14.3MB,16
1772061336424,oai-nr-cu,23.73,0.13,154MiB / 119.7GiB,809MB / 811MB,0B / 14.3MB,16
1772061339432,oai-nr-cu,21.37,0.13,153.8MiB / 119.7GiB,858MB / 860MB,0B / 14.3MB,16
1772061342439,oai-nr-cu,22.2,0.13,154MiB / 119.7GiB,907MB / 909MB,0B / 14.3MB,16
1772061345449,oai-nr-cu,22.05,0.13,154MiB / 119.7GiB,956MB / 959MB,0B / 14.3MB,16
