# start_epoch_ms=1771540200385 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771540200385,oai-nr-cu,10.11,0.13,156.6MiB / 119.7GiB,7.74MB / 5.22MB,0B / 14.3MB,16
1771540203408,oai-nr-cu,18.17,0.13,156.6MiB / 119.7GiB,34.3MB / 32MB,0B / 14.3MB,16
1771540206415,oai-nr-cu,17.28,0.13,156.5MiB / 119.7GiB,62.1MB / 59.9MB,0B / 14.3MB,16
1771540209425,oai-nr-cu,17.06,0.13,156.6MiB / 119.7GiB,90MB / 87.9MB,0B / 14.3MB,16
1771540212432,oai-nr-cu,16.96,0.13,156.4MiB / 119.7GiB,118MB / 116MB,0B / 14.4MB,16
1771540215441,oai-nr-cu,16.62,0.13,156.6MiB / 119.7GiB,145MB / 144MB,0B / 14.4MB,16
1771540218450,oai-nr-cu,17.48,0.13,156.5MiB / 119.7GiB,173MB / 172MB,0B / 14.4MB,16
1771540221456,oai-nr-cu,15.91,0.13,156.6MiB / 119.7GiB,201MB / 200MB,0B / 14.4MB,16
1771540224464,oai-nr-cu,16.73,0.13,156.5MiB / 119.7GiB,229MB / 227MB,0B / 14.4MB,16
1771540227472,oai-nr-cu,16.09,0.13,156.4MiB / 119.7GiB,257MB / 255MB,0B / 14.4MB,16
1771540230477,oai-nr-cu,16.89,0.13,156.4MiB / 119.7GiB,284MB / 283MB,0B / 14.4MB,16
1771540233485,oai-nr-cu,16.65,0.13,156.6MiB / 119.7GiB,312MB / 311MB,0B / 14.5MB,16
1771540236491,oai-nr-cu,17.79,0.13,156.6MiB / 119.7GiB,340MB / 339MB,0B / 14.5MB,16
1771540239499,oai-nr-cu,15.8,0.13,156.6MiB / 119.7GiB,368MB / 367MB,0B / 14.5MB,16
1771540242509,oai-nr-cu,15.94,0.13,156.5MiB / 119.7GiB,395MB / 395MB,0B / 14.5MB,16
1771540245515,oai-nr-cu,16.75,0.13,156.4MiB / 119.7GiB,423MB / 423MB,0B / 14.5MB,16
1771540248523,oai-nr-cu,14.7,0.13,156.9MiB / 119.7GiB,451MB / 451MB,0B / 14.5MB,16
1771540251529,oai-nr-cu,16.62,0.13,156.6MiB / 119.7GiB,480MB / 479MB,0B / 14.5MB,16
1771540254536,oai-nr-cu,17.81,0.13,156.6MiB / 119.7GiB,508MB / 508MB,0B / 14.5MB,16
1771540257543,oai-nr-cu,16.94,0.13,156.4MiB / 119.7GiB,536MB / 536MB,0B / 14.5MB,16
