# start_epoch_ms=1771539881792 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771539881792,oai-nr-cu,13.31,0.13,154MiB / 119.7GiB,8.79MB / 6.28MB,0B / 15.8MB,16
1771539883812,oai-nr-cu,22.95,0.13,153.8MiB / 119.7GiB,57.1MB / 54.8MB,0B / 15.8MB,16
1771539886816,oai-nr-cu,23.71,0.13,154MiB / 119.7GiB,106MB / 104MB,0B / 15.8MB,16
1771539889822,oai-nr-cu,24.31,0.13,154MiB / 119.7GiB,154MB / 152MB,0B / 15.8MB,16
1771539892830,oai-nr-cu,22.95,0.13,154.2MiB / 119.7GiB,203MB / 202MB,0B / 15.8MB,16
1771539895839,oai-nr-cu,26.03,0.13,153.9MiB / 119.7GiB,252MB / 250MB,0B / 15.8MB,16
1771539898846,oai-nr-cu,22.93,0.13,154MiB / 119.7GiB,301MB / 300MB,0B / 15.8MB,16
1771539901852,oai-nr-cu,22.08,0.13,154MiB / 119.7GiB,350MB / 349MB,0B / 15.8MB,16
1771539904860,oai-nr-cu,23.06,0.13,153.8MiB / 119.7GiB,398MB / 398MB,0B / 15.9MB,16
1771539907870,oai-nr-cu,25.34,0.13,154MiB / 119.7GiB,447MB / 447MB,0B / 15.9MB,16
1771539910875,oai-nr-cu,21.66,0.13,153.8MiB / 119.7GiB,496MB / 496MB,0B / 15.9MB,16
1771539913882,oai-nr-cu,21.39,0.13,154MiB / 119.7GiB,545MB / 545MB,0B / 15.9MB,16
1771539916889,oai-nr-cu,21.55,0.13,154MiB / 119.7GiB,594MB / 595MB,0B / 15.9MB,16
1771539919897,oai-nr-cu,22.92,0.13,153.9MiB / 119.7GiB,643MB / 644MB,0B / 15.9MB,16
1771539922901,oai-nr-cu,24.39,0.13,154MiB / 119.7GiB,692MB / 693MB,0B / 15.9MB,16
1771539925910,oai-nr-cu,22.08,0.13,153.9MiB / 119.7GiB,741MB / 742MB,0B / 15.9MB,16
1771539928915,oai-nr-cu,24.4,0.13,154MiB / 119.7GiB,790MB / 791MB,0B / 16MB,16
1771539931924,oai-nr-cu,22.04,0.13,153.8MiB / 119.7GiB,839MB / 840MB,0B / 16MB,16
1771539934933,oai-nr-cu,23.99,0.13,153.9MiB / 119.7GiB,887MB / 889MB,0B / 16MB,16
1771539937940,oai-nr-cu,22.47,0.13,153.9MiB / 119.7GiB,936MB / 939MB,0B / 16MB,16
