# start_epoch_ms=1771539881791 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771539881791,oai-nr-du,331.5,0.81,993.3MiB / 119.7GiB,390GB / 390GB,0B / 14MB,22
1771539884813,oai-nr-du,327.15,0.81,993.2MiB / 119.7GiB,391GB / 391GB,0B / 14MB,22
1771539887820,oai-nr-du,330.25,0.81,993.9MiB / 119.7GiB,392GB / 392GB,0B / 14MB,22
1771539890827,oai-nr-du,328.16,0.81,993.7MiB / 119.7GiB,394GB / 394GB,0B / 14MB,22
1771539893833,oai-nr-du,330.53,0.81,993.6MiB / 119.7GiB,395GB / 395GB,0B / 14MB,22
1771539896842,oai-nr-du,332.25,0.81,994.1MiB / 119.7GiB,396GB / 397GB,0B / 14MB,22
1771539899850,oai-nr-du,329.97,0.81,994.1MiB / 119.7GiB,398GB / 398GB,0B / 14.1MB,22
1771539902855,oai-nr-du,332.83,0.81,993.4MiB / 119.7GiB,399GB / 399GB,0B / 14.1MB,22
1771539905863,oai-nr-du,330.07,0.81,993.7MiB / 119.7GiB,400GB / 401GB,0B / 14.1MB,22
1771539908872,oai-nr-du,328.12,0.81,993.8MiB / 119.7GiB,402GB / 402GB,0B / 14.1MB,22
1771539911877,oai-nr-du,328.2,0.81,993.9MiB / 119.7GiB,403GB / 404GB,0B / 14.1MB,22
1771539914885,oai-nr-du,329.91,0.81,993.9MiB / 119.7GiB,405GB / 405GB,0B / 14.1MB,22
1771539917891,oai-nr-du,327.82,0.81,993.9MiB / 119.7GiB,406GB / 406GB,0B / 14.1MB,22
1771539920899,oai-nr-du,327.97,0.81,993.4MiB / 119.7GiB,407GB / 408GB,0B / 14.1MB,22
1771539923905,oai-nr-du,327.72,0.81,993.4MiB / 119.7GiB,409GB / 409GB,0B / 14.1MB,22
1771539926912,oai-nr-du,326.34,0.81,993.8MiB / 119.7GiB,410GB / 411GB,0B / 14.1MB,22
1771539929920,oai-nr-du,327.74,0.81,992.9MiB / 119.7GiB,411GB / 412GB,0B / 14.1MB,22
1771539932930,oai-nr-du,331.54,0.81,992.5MiB / 119.7GiB,413GB / 413GB,0B / 14.1MB,22
1771539935938,oai-nr-du,326.89,0.81,993.6MiB / 119.7GiB,414GB / 415GB,0B / 14.1MB,22
1771539938944,oai-nr-du,330.32,0.81,993.3MiB / 119.7GiB,415GB / 416GB,0B / 14.1MB,22
