# start_epoch_ms=1771460688583 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1771460688583,0,0,0
1771460689115,0,20,0
1771460689643,0,20,0
1771460690171,0,44,0
1771460690693,0,44,0
1771460691218,0,46,0
1771460691739,0,46,0
1771460692262,0,46,0
1771460692785,0,46,0
1771460693310,0,45,0
1771460693831,0,45,0
1771460694353,0,45,0
1771460694874,0,45,0
1771460695398,0,44,0
1771460695920,0,44,0
1771460696446,0,44,0
1771460696967,0,45,0
1771460697488,0,45,0
1771460698011,0,44,0
1771460698535,0,44,0
1771460699056,0,44,0
1771460699580,0,44,0
1771460700104,0,47,0
1771460700630,0,47,0
1771460701154,0,44,0
1771460701680,0,44,0
1771460702201,0,45,0
1771460702726,0,45,0
1771460703251,0,46,0
1771460703773,0,46,0
1771460704295,0,46,0
1771460704821,0,46,0
1771460705343,0,44,0
1771460705866,0,44,0
1771460706388,0,44,0
1771460706911,0,47,0
1771460707434,0,47,0
1771460707956,0,46,0
1771460708477,0,46,0
1771460708999,0,46,0
1771460709523,0,46,0
1771460710044,0,44,0
1771460710568,0,44,0
1771460711091,0,45,0
1771460711614,0,45,0
1771460712135,0,48,0
1771460712659,0,48,0
1771460713187,0,50,0
1771460713713,0,50,0
1771460714235,0,52,0
1771460714757,0,52,0
1771460715278,0,46,0
1771460715801,0,46,0
1771460716322,0,45,0
1771460716844,0,45,0
1771460717377,0,48,0
1771460717898,0,45,0
1771460718419,0,45,0
1771460718941,0,45,0
1771460719462,0,45,0
1771460719984,0,46,0
1771460720506,0,46,0
1771460721028,0,45,0
1771460721551,0,45,0
1771460722073,0,47,0
1771460722594,0,47,0
1771460723116,0,46,0
1771460723638,0,46,0
1771460724162,0,46,0
1771460724686,0,46,0
1771460725211,0,65,0
1771460725734,0,65,0
1771460726257,0,47,0
1771460726781,0,47,0
1771460727302,0,46,0
1771460727827,0,46,0
1771460728349,0,46,0
1771460728869,0,46,0
1771460729392,0,46,0
1771460729919,0,50,0
1771460730441,0,50,0
1771460730965,0,47,0
1771460731486,0,47,0
1771460732007,0,46,0
1771460732529,0,46,0
1771460733052,0,48,0
1771460733576,0,48,0
1771460734099,0,46,0
1771460734624,0,46,0
1771460735148,0,45,0
1771460735673,0,45,0
1771460736197,0,46,0
1771460736722,0,46,0
1771460737243,0,46,0
1771460737766,0,46,0
1771460738288,0,46,0
1771460738812,0,46,0
1771460739335,0,46,0
1771460739858,0,46,0
1771460740381,0,45,0
1771460740903,0,45,0
1771460741423,0,45,0
1771460741947,0,47,0
1771460742469,0,47,0
1771460742990,0,47,0
1771460743513,0,47,0
1771460744039,0,46,0
1771460744561,0,46,0
1771460745087,0,46,0
1771460745609,0,46,0
1771460746132,0,45,0
1771460746653,0,45,0
1771460747174,0,46,0
1771460747696,0,46,0
1771460748221,0,46,0
