# start_epoch_ms=1772063387527 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1772063387527,0,0,0
1772063388054,0,0,0
1772063388583,0,28,0
1772063389108,0,28,0
1772063389628,0,44,0
1772063390152,0,44,0
1772063390675,0,44,0
1772063391196,0,44,0
1772063391719,0,44,0
1772063392243,0,44,0
1772063392764,0,44,0
1772063393285,0,44,0
1772063393807,0,44,0
1772063394328,0,44,0
1772063394851,0,44,0
1772063395374,0,44,0
1772063395898,0,44,0
1772063396421,0,44,0
1772063396943,0,44,0
1772063397468,0,46,0
1772063397991,0,46,0
1772063398513,0,46,0
1772063399035,0,46,0
1772063399560,0,45,0
1772063400082,0,45,0
1772063400602,0,45,0
1772063401125,0,45,0
1772063401646,0,44,0
1772063402167,0,44,0
1772063402690,0,44,0
1772063403211,0,44,0
1772063403732,0,44,0
1772063404255,0,44,0
1772063404777,0,44,0
1772063405302,0,44,0
1772063405823,0,44,0
1772063406346,0,44,0
1772063406868,0,44,0
1772063407390,0,45,0
1772063407913,0,45,0
1772063408437,0,45,0
1772063408964,0,45,0
1772063409487,0,45,0
1772063410011,0,45,0
1772063410535,0,45,0
1772063411057,0,45,0
1772063411580,0,45,0
1772063412103,0,45,0
1772063412625,0,44,0
1772063413149,0,44,0
1772063413675,0,44,0
1772063414198,0,44,0
1772063414719,0,44,0
1772063415240,0,44,0
1772063415763,0,44,0
1772063416285,0,44,0
1772063416811,0,44,0
1772063417333,0,44,0
1772063417855,0,44,0
1772063418377,0,46,0
1772063418899,0,46,0
1772063419421,0,46,0
1772063419942,0,46,0
1772063420463,0,45,0
1772063420985,0,45,0
1772063421507,0,45,0
1772063422028,0,45,0
1772063422551,0,45,0
1772063423073,0,45,0
1772063423594,0,45,0
1772063424117,0,45,0
1772063424639,0,44,0
1772063425162,0,44,0
1772063425683,0,44,0
1772063426204,0,44,0
1772063426728,0,44,0
1772063427250,0,44,0
1772063427777,0,44,0
1772063428299,0,45,0
1772063428822,0,45,0
1772063429345,0,46,0
1772063429866,0,46,0
1772063430389,0,46,0
1772063430910,0,46,0
1772063431435,0,44,0
1772063431957,0,44,0
1772063432482,0,45,0
1772063433004,0,45,0
1772063433526,0,45,0
1772063434047,0,45,0
1772063434568,0,45,0
1772063435089,0,45,0
1772063435610,0,46,0
1772063436132,0,46,0
1772063436658,0,46,0
1772063437180,0,53,0
1772063437706,0,53,0
1772063438230,0,46,0
1772063438753,0,46,0
1772063439274,0,45,0
1772063439797,0,45,0
1772063440321,0,47,0
1772063440842,0,47,0
1772063441363,0,45,0
1772063441883,0,45,0
1772063442406,0,50,0
1772063442927,0,50,0
1772063443450,0,44,0
1772063443977,0,44,0
1772063444499,0,47,0
1772063445024,0,47,0
1772063445545,0,46,0
1772063446066,0,46,0
1772063446593,0,46,0
1772063447114,0,46,0
