# start_epoch_ms=1772063387527 interval_s=0.5
ts_epoch_ms,gpu_index,power_draw_w,power_limit_w,temp_gpu_c
1772063387528,0,11.16,[N/A],46
1772063388055,0,15.86,[N/A],46
1772063388581,0,26.02,[N/A],48
1772063389113,0,34.19,[N/A],50
1772063389637,0,37.52,[N/A],51
1772063390165,0,37.70,[N/A],51
1772063390691,0,37.66,[N/A],51
1772063391216,0,37.76,[N/A],51
1772063391742,0,37.76,[N/A],52
1772063392265,0,37.81,[N/A],52
1772063392792,0,37.84,[N/A],52
1772063393316,0,37.90,[N/A],52
1772063393840,0,37.90,[N/A],52
1772063394366,0,37.85,[N/A],52
1772063394892,0,37.78,[N/A],53
1772063395415,0,37.88,[N/A],53
1772063395939,0,37.98,[N/A],53
1772063396465,0,38.06,[N/A],53
1772063396989,0,38.08,[N/A],53
1772063397518,0,38.09,[N/A],53
1772063398042,0,38.04,[N/A],53
1772063398566,0,38.05,[N/A],53
1772063399093,0,38.08,[N/A],53
1772063399617,0,38.08,[N/A],54
1772063400145,0,38.09,[N/A],54
1772063400671,0,38.16,[N/A],54
1772063401196,0,38.18,[N/A],54
1772063401722,0,38.21,[N/A],54
1772063402248,0,38.20,[N/A],54
1772063402775,0,38.21,[N/A],54
1772063403301,0,38.28,[N/A],54
1772063403826,0,38.25,[N/A],54
1772063404349,0,38.27,[N/A],55
1772063404873,0,38.26,[N/A],55
1772063405396,0,38.24,[N/A],55
1772063405921,0,38.31,[N/A],55
1772063406447,0,38.31,[N/A],55
1772063406971,0,38.34,[N/A],55
1772063407498,0,38.44,[N/A],55
1772063408022,0,38.47,[N/A],55
1772063408546,0,38.43,[N/A],55
1772063409070,0,38.44,[N/A],55
1772063409594,0,38.54,[N/A],55
1772063410120,0,38.52,[N/A],56
1772063410644,0,38.46,[N/A],56
1772063411167,0,38.48,[N/A],56
1772063411692,0,38.52,[N/A],56
1772063412220,0,38.64,[N/A],56
1772063412742,0,38.62,[N/A],56
1772063413268,0,38.67,[N/A],56
1772063413792,0,38.69,[N/A],56
1772063414320,0,38.63,[N/A],56
1772063414847,0,38.60,[N/A],56
1772063415373,0,38.60,[N/A],56
1772063415897,0,38.67,[N/A],57
1772063416421,0,38.69,[N/A],57
1772063416946,0,38.75,[N/A],57
1772063417470,0,38.79,[N/A],57
1772063417995,0,38.83,[N/A],57
1772063418519,0,38.84,[N/A],57
1772063419049,0,38.66,[N/A],57
1772063419574,0,38.60,[N/A],57
1772063420095,0,38.77,[N/A],57
1772063420619,0,38.83,[N/A],57
1772063421144,0,38.85,[N/A],57
1772063421667,0,38.94,[N/A],57
1772063422191,0,38.89,[N/A],57
1772063422715,0,38.88,[N/A],57
1772063423241,0,38.94,[N/A],58
1772063423764,0,38.99,[N/A],58
1772063424289,0,38.97,[N/A],58
1772063424813,0,38.91,[N/A],58
1772063425339,0,38.94,[N/A],58
1772063425863,0,38.97,[N/A],58
1772063426388,0,38.95,[N/A],58
1772063426914,0,38.98,[N/A],58
1772063427438,0,39.03,[N/A],58
1772063427964,0,39.02,[N/A],58
1772063428491,0,39.05,[N/A],58
1772063429016,0,39.10,[N/A],58
1772063429538,0,39.12,[N/A],58
1772063430062,0,39.06,[N/A],58
1772063430587,0,39.08,[N/A],58
1772063431113,0,39.10,[N/A],59
1772063431637,0,39.05,[N/A],59
1772063432160,0,39.12,[N/A],59
1772063432684,0,39.21,[N/A],59
1772063433213,0,39.19,[N/A],59
1772063433739,0,39.18,[N/A],59
1772063434265,0,39.21,[N/A],59
1772063434791,0,39.06,[N/A],59
1772063435315,0,38.80,[N/A],59
1772063435841,0,38.60,[N/A],59
1772063436362,0,38.14,[N/A],59
1772063436891,0,37.83,[N/A],59
1772063437420,0,37.98,[N/A],59
1772063437945,0,38.29,[N/A],59
1772063438468,0,38.88,[N/A],59
1772063438994,0,39.06,[N/A],59
1772063439518,0,39.08,[N/A],59
1772063440041,0,38.57,[N/A],59
1772063440565,0,38.25,[N/A],59
1772063441095,0,38.49,[N/A],59
1772063441617,0,38.78,[N/A],60
1772063442141,0,38.50,[N/A],59
1772063442665,0,38.13,[N/A],60
1772063443190,0,38.65,[N/A],60
1772063443715,0,38.75,[N/A],60
1772063444243,0,38.40,[N/A],60
1772063444768,0,38.48,[N/A],60
1772063445293,0,38.71,[N/A],60
1772063445818,0,38.85,[N/A],60
1772063446344,0,38.79,[N/A],60
1772063446869,0,38.90,[N/A],60
1772063447395,0,38.99,[N/A],60
