# start_epoch_ms=1772063387527 interval_s=0.5 source=/proc/stat
ts_epoch_ms,cpu_total_pct,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,load1,load5,load15,procs_running,procs_total
1772063387527,nan,nan,nan,nan,nan,2.52,1.74,1.5,9,1749
1772063388027,25.025641,15.076923,9.948718,0.307692,74.666667,2.52,1.74,1.5,10,1804
1772063388528,26.867220,17.219917,9.647303,0.000000,73.132780,2.52,1.74,1.5,6,1804
1772063389028,27.789256,18.388430,9.400826,0.206612,72.004132,2.52,1.74,1.5,9,1804
1772063389528,27.600412,17.301751,10.298661,0.000000,72.399588,2.52,1.74,1.5,6,1794
1772063390028,28.453608,17.628866,10.824742,0.206186,71.340206,2.52,1.74,1.5,7,1804
1772063390529,27.835052,17.525773,10.309278,0.000000,72.164948,2.52,1.74,1.5,7,1794
1772063391029,28.102564,17.641026,10.461538,0.102564,71.794872,2.52,1.74,1.5,7,1804
1772063391530,27.575442,16.753382,10.822060,0.000000,72.424558,2.52,1.74,1.5,6,1804
1772063392030,27.921406,17.786970,10.134436,0.206825,71.871768,3.04,1.86,1.55,10,1804
1772063392530,27.497425,17.404737,10.092688,0.102987,72.399588,3.04,1.86,1.55,5,1795
1772063393031,27.376033,17.355372,10.020661,0.103306,72.520661,3.04,1.86,1.55,3,1805
1772063393531,27.225673,16.666667,10.559006,0.207039,72.567288,3.04,1.86,1.55,6,1795
1772063394031,28.008299,18.257261,9.751037,0.000000,71.991701,3.04,1.86,1.55,4,1806
1772063394532,29.503106,17.701863,11.801242,0.103520,70.393375,3.04,1.86,1.55,8,1806
1772063395032,27.300931,17.269907,10.031024,0.000000,72.699069,3.04,1.86,1.55,8,1804
1772063395532,26.659751,16.597510,10.062241,0.207469,73.132780,3.04,1.86,1.55,5,1794
1772063396033,29.042225,18.228630,10.813594,0.000000,70.957775,3.04,1.86,1.55,7,1803
1772063396533,27.414330,16.822430,10.591900,0.103842,72.481828,3.04,1.86,1.55,6,1793
1772063397033,26.791277,16.510903,10.280374,0.000000,73.208723,3.36,1.94,1.58,6,1804
1772063397534,27.628866,17.010309,10.618557,0.206186,72.164948,3.36,1.94,1.58,9,1806
1772063398034,27.412731,17.761807,9.650924,0.000000,72.587269,3.36,1.94,1.58,4,1804
1772063398534,27.525773,17.010309,10.515464,0.103093,72.371134,3.36,1.94,1.58,12,1797
1772063399035,27.130977,17.255717,9.875260,0.000000,72.869023,3.36,1.94,1.58,3,1805
1772063399535,26.791277,16.926272,9.865005,0.207684,73.001038,3.36,1.94,1.58,8,1794
1772063400035,27.575442,17.273673,10.301769,0.000000,72.424558,3.36,1.94,1.58,6,1804
1772063400536,27.618070,17.043121,10.574949,0.205339,72.176591,3.36,1.94,1.58,6,1804
1772063401036,26.915114,17.287785,9.627329,0.000000,73.084886,3.36,1.94,1.58,8,1804
1772063401536,27.461140,17.098446,10.362694,0.103627,72.435233,3.36,1.94,1.58,7,1794
1772063402037,28.307692,17.230769,11.076923,0.205128,71.487179,3.49,1.99,1.59,5,1804
1772063402537,27.244582,16.821465,10.423117,0.000000,72.755418,3.49,1.99,1.59,7,1794
1772063403037,27.489627,17.219917,10.269710,0.207469,72.302905,3.49,1.99,1.59,9,1805
1772063403538,28.073770,17.622951,10.450820,0.000000,71.926230,3.49,1.99,1.59,13,1805
1772063404038,27.263267,16.961498,10.301769,0.104058,72.632674,3.49,1.99,1.59,9,1805
1772063404538,29.721362,18.163055,11.558308,0.000000,70.278638,3.49,1.99,1.59,8,1795
1772063405039,28.703704,17.798354,10.905350,0.102881,71.193416,3.49,1.99,1.59,3,1808
1772063405539,27.789256,17.355372,10.433884,0.000000,72.210744,3.49,1.99,1.59,12,1797
1772063406039,28.556701,17.628866,10.927835,0.206186,71.237113,3.49,1.99,1.59,7,1806
1772063406540,28.131417,17.761807,10.369610,0.000000,71.868583,3.49,1.99,1.59,6,1806
1772063407040,27.253669,16.981132,10.272537,0.104822,72.641509,3.85,2.09,1.63,5,1806
1772063407540,27.244582,17.027864,10.216718,0.000000,72.755418,3.85,2.09,1.63,6,1796
1772063408040,28.526971,17.738589,10.788382,0.207469,71.265560,3.85,2.09,1.63,7,1809
1772063408541,27.497425,17.404737,10.092688,0.000000,72.502575,3.85,2.09,1.63,7,1796
1772063409041,26.304802,16.701461,9.603340,0.104384,73.590814,3.85,2.09,1.63,5,1806
1772063409541,27.914110,17.893661,10.020450,0.306748,71.779141,3.85,2.09,1.63,5,1807
1772063410042,27.367326,17.273673,10.093652,0.000000,72.632674,3.85,2.09,1.63,6,1807
1772063410542,26.839378,16.994819,9.844560,0.207254,72.953368,3.85,2.09,1.63,9,1789
1772063411042,27.282158,16.804979,10.477178,0.000000,72.717842,3.85,2.09,1.63,6,1799
1772063411543,27.376033,16.942149,10.433884,0.206612,72.417355,3.85,2.09,1.63,3,1789
1772063412043,27.897436,18.051282,9.846154,0.000000,72.102564,3.94,2.14,1.65,7,1798
1772063412543,26.839378,17.305699,9.533679,0.103627,73.056995,3.94,2.14,1.65,4,1798
1772063413044,27.263374,16.769547,10.493827,0.000000,72.736626,3.94,2.14,1.65,3,1798
1772063413544,27.338129,16.957862,10.380267,0.205550,72.456321,3.94,2.14,1.65,9,1787
1772063414044,28.189300,17.798354,10.390947,0.000000,71.810700,3.94,2.14,1.65,6,1797
1772063414545,29.771784,18.049793,11.721992,0.207469,70.020747,3.94,2.14,1.65,7,1794
