# start_epoch_ms=1772061715988 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772061715988,oai-nr-du,168.95,0.83,1014MiB / 119.7GiB,58.7GB / 58.7GB,0B / 14MB,22
1772061718005,oai-nr-du,205.9,0.83,1014MiB / 119.7GiB,61.3GB / 61.3GB,0B / 14MB,22
1772061721015,oai-nr-du,208.22,0.83,1015MiB / 119.7GiB,63.7GB / 63.7GB,0B / 14MB,22
1772061724022,oai-nr-du,205.18,0.83,1015MiB / 119.7GiB,66.2GB / 66.2GB,0B / 14MB,22
1772061727028,oai-nr-du,205.17,0.83,1015MiB / 119.7GiB,68.6GB / 68.7GB,0B / 14MB,22
1772061730038,oai-nr-du,206.59,0.83,1014MiB / 119.7GiB,71.1GB / 71.1GB,0B / 14MB,22
1772061733044,oai-nr-du,205.43,0.83,1014MiB / 119.7GiB,73.6GB / 73.6GB,0B / 14MB,22
1772061736052,oai-nr-du,205.27,0.83,1014MiB / 119.7GiB,76GB / 76.1GB,0B / 14MB,22
1772061739059,oai-nr-du,204.12,0.83,1014MiB / 119.7GiB,78.5GB / 78.5GB,0B / 14MB,22
1772061742070,oai-nr-du,205.19,0.83,1015MiB / 119.7GiB,80.9GB / 81GB,0B / 14MB,22
1772061745076,oai-nr-du,204.73,0.83,1014MiB / 119.7GiB,83.4GB / 83.5GB,0B / 14MB,22
1772061748086,oai-nr-du,202.62,0.83,1014MiB / 119.7GiB,85.8GB / 85.9GB,0B / 14MB,22
1772061751094,oai-nr-du,207.07,0.83,1015MiB / 119.7GiB,88.3GB / 88.4GB,0B / 14MB,22
1772061754100,oai-nr-du,205.74,0.83,1015MiB / 119.7GiB,90.7GB / 90.8GB,0B / 14MB,22
1772061757108,oai-nr-du,204.84,0.83,1015MiB / 119.7GiB,93.1GB / 93.3GB,0B / 14MB,22
1772061760114,oai-nr-du,205.72,0.83,1015MiB / 119.7GiB,95.6GB / 95.8GB,0B / 14MB,22
1772061763121,oai-nr-du,206.79,0.83,1014MiB / 119.7GiB,98.1GB / 98.2GB,0B / 14MB,22
1772061766129,oai-nr-du,205.33,0.83,1014MiB / 119.7GiB,101GB / 101GB,0B / 14MB,22
1772061769136,oai-nr-du,205.32,0.83,1014MiB / 119.7GiB,103GB / 103GB,0B / 14MB,22
1772061772143,oai-nr-du,205.94,0.83,1014MiB / 119.7GiB,105GB / 106GB,0B / 14MB,22
