# start_epoch_ms=1772061715988 interval_s=0.5 source=/proc/stat
ts_epoch_ms,cpu_total_pct,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,load1,load5,load15,procs_running,procs_total
1772061715988,nan,nan,nan,nan,nan,2.52,2.2,1.57,8,2309
1772061716488,19.751810,9.824199,9.927611,0.517063,79.731127,2.52,2.2,1.57,3,2431
1772061716989,16.041667,8.333333,7.708333,0.520833,83.437500,2.8,2.27,1.59,4,2431
1772061717489,17.377732,9.365245,8.012487,0.520291,82.101977,2.8,2.27,1.59,2,2432
1772061717989,17.377732,9.677419,7.700312,0.520291,82.101977,2.8,2.27,1.59,2,2422
1772061718490,22.451081,14.521112,7.929969,0.102987,77.445932,2.8,2.27,1.59,6,2433
1772061718990,23.203285,14.681725,8.521561,0.000000,76.796715,2.8,2.27,1.59,10,2422
1772061719490,23.741007,13.977390,9.763618,0.102775,76.156218,2.8,2.27,1.59,9,2398
1772061719991,20.752798,11.495422,9.257375,0.406918,78.840285,2.8,2.27,1.59,3,2402
1772061720491,19.549642,10.747185,8.802456,0.000000,80.450358,2.8,2.27,1.59,2,2403
1772061720992,19.695431,10.355330,9.340102,0.000000,80.304569,2.8,2.27,1.59,9,2393
1772061721492,19.735504,10.885046,8.850458,0.000000,80.264496,2.8,2.27,1.59,2,2403
1772061721992,18.666667,10.564103,8.102564,0.000000,81.333333,2.9,2.3,1.6,2,2393
1772061722493,19.222904,10.736196,8.486708,0.000000,80.777096,2.9,2.3,1.6,4,2404
1772061722993,19.341564,10.905350,8.436214,0.000000,80.658436,2.9,2.3,1.6,5,2404
1772061723493,21.384929,11.303462,10.081466,0.000000,78.615071,2.9,2.3,1.6,4,2402
1772061723994,20.285423,10.601427,9.683996,0.000000,79.714577,2.9,2.3,1.6,3,2394
1772061724494,20.061412,11.054248,9.007165,0.000000,79.938588,2.9,2.3,1.6,3,2404
1772061724994,19.447288,10.440123,9.007165,0.204708,80.348004,2.9,2.3,1.6,10,2391
1772061725495,22.801636,12.781186,10.020450,0.000000,77.198364,2.9,2.3,1.6,4,2403
1772061725995,20.101523,11.472081,8.629442,0.000000,79.898477,2.9,2.3,1.6,4,2403
1772061726496,19.837233,10.986775,8.850458,0.000000,80.162767,2.9,2.3,1.6,2,2403
1772061726996,18.891170,11.293634,7.597536,0.000000,81.108830,2.82,2.29,1.61,2,2393
1772061727496,19.262295,10.450820,8.811475,0.000000,80.737705,2.82,2.29,1.61,11,2403
1772061727997,18.621399,10.493827,8.127572,0.000000,81.378601,2.82,2.29,1.61,3,2393
1772061728497,19.367992,10.601427,8.766565,0.000000,80.632008,2.82,2.29,1.61,7,2402
1772061728998,20.703518,11.859296,8.844221,0.000000,79.296482,2.82,2.29,1.61,6,2402
1772061729498,19.979716,11.054767,8.924949,0.000000,80.020284,2.82,2.29,1.61,3,2403
1772061729998,19.325153,10.122699,9.202454,0.204499,80.470348,2.82,2.29,1.61,2,2393
1772061730499,19.404517,11.498973,7.905544,0.000000,80.595483,2.82,2.29,1.61,5,2403
1772061730999,20.383451,11.099899,9.283552,0.000000,79.616549,2.82,2.29,1.61,2,2393
1772061731499,19.979613,10.703364,9.276249,0.000000,80.020387,2.82,2.29,1.61,5,2404
1772061732000,19.816139,10.827375,8.988764,0.000000,80.183861,2.92,2.32,1.62,2,2406
1772061732500,18.916155,9.918200,8.997955,0.000000,81.083845,2.92,2.32,1.62,2,2406
1772061733000,19.837233,11.190234,8.646999,0.000000,80.162767,2.92,2.32,1.62,4,2398
1772061733501,21.472393,10.838446,10.633947,0.000000,78.527607,2.92,2.32,1.62,2,2405
1772061734001,19.301848,11.088296,8.213552,0.000000,80.698152,2.92,2.32,1.62,2,2395
1772061734501,20.000000,11.326531,8.673469,0.000000,80.000000,2.92,2.32,1.62,3,2404
1772061735002,20.424671,11.021234,9.403438,0.202224,79.373104,2.92,2.32,1.62,5,2406
1772061735502,19.715447,10.569106,9.146341,0.000000,80.284553,2.92,2.32,1.62,5,2406
1772061736003,20.766129,11.693548,9.072581,0.000000,79.233871,2.92,2.32,1.62,9,2396
1772061736503,19.344933,10.440123,8.904811,0.000000,80.655067,2.92,2.32,1.62,3,2403
1772061737003,20.242915,10.728745,9.514170,0.000000,79.757085,2.93,2.33,1.63,3,2394
1772061737504,19.695431,11.167513,8.527919,0.000000,80.304569,2.93,2.33,1.63,6,2405
1772061738004,20.181635,12.008073,8.173562,0.100908,79.717457,2.93,2.33,1.63,2,2406
1772061738505,18.871795,10.461538,8.410256,0.205128,80.923077,2.93,2.33,1.63,2,2406
1772061739005,18.750000,10.655738,8.094262,0.000000,81.250000,2.93,2.33,1.63,2,2396
1772061739505,18.877551,10.408163,8.469388,0.000000,81.122449,2.93,2.33,1.63,2,2405
1772061740006,19.512195,10.365854,9.146341,0.000000,80.487805,2.93,2.33,1.63,2,2395
1772061740506,19.308943,10.975610,8.333333,0.000000,80.691057,2.93,2.33,1.63,3,2405
1772061741006,19.246436,10.386965,8.859470,0.000000,80.753564,2.93,2.33,1.63,4,2405
1772061741507,18.705036,9.763618,8.941418,0.000000,81.294964,2.93,2.33,1.63,3,2406
1772061742007,18.442623,10.553279,7.889344,0.000000,81.557377,2.69,2.29,1.62,7,2396
1772061742507,19.328586,10.478128,8.850458,0.000000,80.671414,2.69,2.29,1.62,5,2406
1772061743008,19.308943,11.178862,8.130081,0.000000,80.691057,2.69,2.29,1.62,2,2396
1772061743508,21.128205,11.589744,9.538462,0.205128,78.666667,2.69,2.29,1.62,2,2406
1772061744009,18.998979,11.235955,7.763023,0.000000,81.001021,2.69,2.29,1.62,2,2406
1772061744509,19.979716,11.866126,8.113590,0.000000,80.020284,2.69,2.29,1.62,3,2406
1772061745010,19.144603,10.386965,8.757637,0.000000,80.855397,2.69,2.29,1.62,2,2396
1772061745510,19.384615,11.282051,8.102564,0.000000,80.615385,2.69,2.29,1.62,4,2406
1772061746010,19.547325,11.213992,8.333333,0.000000,80.452675,2.69,2.29,1.62,6,2398
1772061746511,19.897436,11.692308,8.205128,0.000000,80.102564,2.69,2.29,1.62,5,2407
1772061747011,19.076923,10.564103,8.512821,0.000000,80.923077,2.88,2.34,1.64,2,2405
1772061747511,19.226857,10.885046,8.341811,0.000000,80.773143,2.88,2.34,1.64,4,2405
1772061748012,18.974359,10.871795,8.102564,0.000000,81.025641,2.88,2.34,1.64,7,2395
1772061748512,19.081633,10.918367,8.163265,0.204082,80.714286,2.88,2.34,1.64,2,2405
1772061749012,18.858308,10.601427,8.256881,0.000000,81.141692,2.88,2.34,1.64,6,2395
1772061749513,18.545082,11.065574,7.479508,0.000000,81.454918,2.88,2.34,1.64,2,2404
1772061750013,18.237705,11.372951,6.864754,0.000000,81.762295,2.88,2.34,1.64,2,2404
1772061750513,18.209877,11.008230,7.201646,0.000000,81.790123,2.88,2.34,1.64,2,2403
1772061751014,18.775510,10.816327,7.959184,0.000000,81.224490,2.88,2.34,1.64,5,2393
1772061751514,19.593909,10.964467,8.629442,0.000000,80.406091,2.88,2.34,1.64,2,2404
1772061752014,18.545082,10.963115,7.581967,0.000000,81.454918,2.97,2.36,1.65,5,2395
1772061752515,19.611849,10.725230,8.886619,0.000000,80.388151,2.97,2.36,1.65,8,2405
1772061753015,19.101124,10.520940,8.580184,0.000000,80.898876,2.97,2.36,1.65,2,2405
