# start_epoch_ms=1772061715988 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772061715988,oai-nr-cu,5.94,0.13,158.5MiB / 119.7GiB,4.04MB / 1.5MB,0B / 14.3MB,16
1772061719010,oai-nr-cu,8.25,0.13,158.5MiB / 119.7GiB,13.3MB / 10.8MB,0B / 14.3MB,16
1772061722017,oai-nr-cu,10.87,0.13,158.8MiB / 119.7GiB,27.9MB / 25.5MB,0B / 14.3MB,16
1772061725024,oai-nr-cu,9.46,0.13,158.5MiB / 119.7GiB,42.7MB / 40.3MB,0B / 14.3MB,16
1772061728031,oai-nr-cu,9.77,0.13,158.7MiB / 119.7GiB,57.5MB / 55.2MB,0B / 14.3MB,16
1772061731041,oai-nr-cu,7.69,0.13,158.5MiB / 119.7GiB,72.3MB / 70.1MB,0B / 14.4MB,16
1772061734048,oai-nr-cu,8.66,0.13,158.5MiB / 119.7GiB,87MB / 84.8MB,0B / 14.4MB,16
1772061737055,oai-nr-cu,9.27,0.13,158.7MiB / 119.7GiB,102MB / 99.6MB,0B / 14.4MB,16
1772061740063,oai-nr-cu,7.88,0.13,158.5MiB / 119.7GiB,116MB / 114MB,0B / 14.4MB,16
1772061743073,oai-nr-cu,8.63,0.13,158.6MiB / 119.7GiB,131MB / 129MB,0B / 14.4MB,16
1772061746080,oai-nr-cu,9.69,0.13,158.7MiB / 119.7GiB,146MB / 144MB,0B / 14.4MB,16
1772061749090,oai-nr-cu,8.0,0.13,158.5MiB / 119.7GiB,160MB / 158MB,0B / 14.4MB,16
1772061752098,oai-nr-cu,8.62,0.13,158.7MiB / 119.7GiB,175MB / 173MB,0B / 14.4MB,16
1772061755102,oai-nr-cu,8.88,0.13,158.7MiB / 119.7GiB,189MB / 188MB,0B / 14.5MB,16
1772061758110,oai-nr-cu,8.21,0.13,158.5MiB / 119.7GiB,204MB / 202MB,0B / 14.5MB,16
1772061761118,oai-nr-cu,9.68,0.13,158.5MiB / 119.7GiB,219MB / 217MB,0B / 14.5MB,16
1772061764125,oai-nr-cu,10.35,0.13,158.5MiB / 119.7GiB,233MB / 232MB,0B / 14.5MB,16
1772061767131,oai-nr-cu,8.45,0.13,158.7MiB / 119.7GiB,248MB / 246MB,0B / 14.5MB,16
1772061770139,oai-nr-cu,10.6,0.13,158.7MiB / 119.7GiB,262MB / 261MB,0B / 14.5MB,16
1772061773147,oai-nr-cu,8.33,0.13,158.5MiB / 119.7GiB,277MB / 276MB,0B / 14.5MB,16
