# start_epoch_ms=1772063587937 interval_s=0.5
ts_epoch_ms,gpu_index,power_draw_w,power_limit_w,temp_gpu_c
1772063587937,0,11.44,[N/A],48
1772063588470,0,13.06,[N/A],48
1772063588998,0,15.74,[N/A],48
1772063589524,0,18.07,[N/A],49
1772063590050,0,20.94,[N/A],49
1772063590577,0,24.39,[N/A],50
1772063591104,0,27.71,[N/A],51
1772063591627,0,28.89,[N/A],51
1772063592152,0,28.86,[N/A],51
1772063592681,0,28.90,[N/A],52
1772063593205,0,28.87,[N/A],52
1772063593734,0,28.84,[N/A],52
1772063594264,0,28.97,[N/A],52
1772063594788,0,29.19,[N/A],52
1772063595314,0,29.18,[N/A],52
1772063595837,0,29.26,[N/A],52
1772063596362,0,29.23,[N/A],52
1772063596886,0,29.15,[N/A],52
1772063597411,0,29.22,[N/A],53
1772063597936,0,29.25,[N/A],53
1772063598459,0,29.31,[N/A],53
1772063598986,0,29.47,[N/A],53
1772063599512,0,29.65,[N/A],53
1772063600039,0,29.69,[N/A],53
1772063600562,0,29.48,[N/A],53
1772063601085,0,29.58,[N/A],53
1772063601609,0,29.74,[N/A],53
1772063602134,0,29.95,[N/A],53
1772063602665,0,30.03,[N/A],54
1772063603189,0,29.64,[N/A],54
1772063603716,0,29.79,[N/A],54
1772063604239,0,30.06,[N/A],54
1772063604767,0,30.27,[N/A],54
1772063605296,0,30.16,[N/A],54
1772063605821,0,29.83,[N/A],54
1772063606347,0,29.76,[N/A],54
1772063606874,0,29.90,[N/A],54
1772063607402,0,29.93,[N/A],55
1772063607925,0,29.80,[N/A],54
1772063608450,0,29.78,[N/A],54
1772063608977,0,29.68,[N/A],55
1772063609502,0,29.78,[N/A],55
1772063610026,0,29.85,[N/A],54
1772063610551,0,30.05,[N/A],55
1772063611076,0,30.03,[N/A],55
1772063611602,0,30.07,[N/A],55
1772063612126,0,30.12,[N/A],55
1772063612651,0,29.98,[N/A],55
1772063613176,0,30.01,[N/A],55
1772063613701,0,29.88,[N/A],55
1772063614225,0,29.81,[N/A],55
1772063614753,0,29.82,[N/A],55
1772063615277,0,30.00,[N/A],55
1772063615800,0,30.12,[N/A],55
1772063616325,0,30.14,[N/A],55
1772063616849,0,30.44,[N/A],56
1772063617376,0,30.26,[N/A],55
1772063617901,0,30.28,[N/A],56
1772063618427,0,30.32,[N/A],55
1772063618953,0,30.05,[N/A],56
1772063619480,0,29.94,[N/A],56
1772063620003,0,29.92,[N/A],56
1772063620530,0,29.97,[N/A],56
1772063621057,0,29.99,[N/A],56
1772063621581,0,30.01,[N/A],56
1772063622108,0,29.98,[N/A],56
1772063622633,0,29.94,[N/A],56
1772063623159,0,29.98,[N/A],56
1772063623686,0,29.97,[N/A],56
1772063624213,0,29.98,[N/A],56
1772063624740,0,29.94,[N/A],56
1772063625265,0,29.96,[N/A],56
1772063625793,0,30.01,[N/A],56
1772063626318,0,29.90,[N/A],56
1772063626840,0,29.97,[N/A],56
1772063627365,0,29.92,[N/A],57
1772063627890,0,30.00,[N/A],57
1772063628415,0,30.02,[N/A],57
1772063628938,0,29.92,[N/A],57
1772063629465,0,29.98,[N/A],57
1772063629990,0,29.95,[N/A],56
1772063630515,0,30.00,[N/A],56
1772063631040,0,29.99,[N/A],56
1772063631565,0,30.00,[N/A],57
1772063632089,0,30.04,[N/A],57
1772063632613,0,30.09,[N/A],57
1772063633137,0,30.09,[N/A],57
1772063633662,0,30.19,[N/A],57
1772063634188,0,30.20,[N/A],57
1772063634712,0,30.09,[N/A],57
1772063635236,0,30.08,[N/A],57
1772063635762,0,30.06,[N/A],57
1772063636289,0,30.00,[N/A],57
1772063636815,0,29.86,[N/A],57
1772063637338,0,29.86,[N/A],57
1772063637862,0,29.88,[N/A],57
1772063638385,0,29.87,[N/A],57
1772063638907,0,29.87,[N/A],57
1772063639433,0,29.87,[N/A],57
1772063639958,0,29.83,[N/A],58
1772063640482,0,29.85,[N/A],58
1772063641007,0,29.83,[N/A],57
1772063641530,0,29.85,[N/A],58
1772063642053,0,29.97,[N/A],58
1772063642577,0,30.27,[N/A],58
1772063643103,0,30.59,[N/A],57
1772063643630,0,30.92,[N/A],57
1772063644156,0,31.14,[N/A],58
1772063644681,0,30.99,[N/A],58
1772063645206,0,30.73,[N/A],58
1772063645732,0,30.97,[N/A],58
1772063646259,0,30.96,[N/A],58
1772063646789,0,30.55,[N/A],58
1772063647313,0,30.38,[N/A],58
