# start_epoch_ms=1772063587937 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1772063587937,0,1,0
1772063588462,0,4,0
1772063588987,0,4,0
1772063589508,0,10,0
1772063590032,0,10,0
1772063590553,0,21,0
1772063591077,0,21,0
1772063591598,0,32,0
1772063592122,0,32,0
1772063592646,0,30,0
1772063593170,0,30,0
1772063593693,0,28,0
1772063594217,0,29,0
1772063594740,0,29,0
1772063595264,0,29,0
1772063595787,0,29,0
1772063596311,0,29,0
1772063596833,0,29,0
1772063597356,0,28,0
1772063597883,0,28,0
1772063598407,0,28,0
1772063598930,0,28,0
1772063599453,0,28,0
1772063599977,0,28,0
1772063600504,0,28,0
1772063601025,0,28,0
1772063601551,0,32,0
1772063602074,0,32,0
1772063602595,0,37,0
1772063603117,0,37,0
1772063603641,0,30,0
1772063604161,0,30,0
1772063604682,0,31,0
1772063605205,0,29,0
1772063605729,0,29,0
1772063606249,0,28,0
1772063606773,0,28,0
1772063607296,0,29,0
1772063607819,0,29,0
1772063608342,0,29,0
1772063608865,0,29,0
1772063609390,0,28,0
1772063609909,0,28,0
1772063610431,0,34,0
1772063610953,0,34,0
1772063611475,0,31,0
1772063611999,0,31,0
1772063612522,0,30,0
1772063613043,0,30,0
1772063613564,0,31,0
1772063614087,0,31,0
1772063614609,0,29,0
1772063615132,0,29,0
1772063615653,0,31,0
1772063616173,0,31,0
1772063616698,0,35,0
1772063617222,0,28,0
1772063617744,0,28,0
1772063618266,0,30,0
1772063618790,0,30,0
1772063619312,0,30,0
1772063619834,0,30,0
1772063620356,0,29,0
1772063620878,0,29,0
1772063621401,0,29,0
1772063621922,0,29,0
1772063622444,0,30,0
1772063622968,0,30,0
1772063623491,0,30,0
1772063624014,0,30,0
1772063624535,0,28,0
1772063625058,0,28,0
1772063625580,0,28,0
1772063626101,0,28,0
1772063626625,0,30,0
1772063627147,0,30,0
1772063627670,0,29,0
1772063628194,0,29,0
1772063628716,0,28,0
1772063629243,0,28,0
1772063629765,0,28,0
1772063630289,0,28,0
1772063630812,0,28,0
1772063631334,0,28,0
1772063631855,0,28,0
1772063632378,0,30,0
1772063632901,0,30,0
1772063633423,0,32,0
1772063633945,0,32,0
1772063634468,0,28,0
1772063634992,0,28,0
1772063635515,0,29,0
1772063636043,0,29,0
1772063636565,0,28,0
1772063637087,0,28,0
1772063637609,0,29,0
1772063638130,0,29,0
1772063638653,0,29,0
1772063639175,0,29,0
1772063639698,0,28,0
1772063640220,0,28,0
1772063640745,0,28,0
1772063641267,0,28,0
1772063641789,0,28,0
1772063642314,0,29,0
1772063642841,0,29,0
1772063643363,0,33,0
1772063643885,0,33,0
1772063644406,0,34,0
1772063644930,0,34,0
1772063645451,0,29,0
1772063645973,0,29,0
1772063646495,0,30,0
1772063647016,0,30,0
1772063647539,0,29,0
