# start_epoch_ms=1772063587937 interval_s=0.5 container=oai-nr-du
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772063587937,oai-nr-du,208.92,0.89,1.071GiB / 119.7GiB,39GB / 39GB,0B / 94.2kB,24
1772063589955,oai-nr-du,324.1,0.89,1.071GiB / 119.7GiB,41.4GB / 41.4GB,0B / 94.2kB,24
1772063592963,oai-nr-du,325.35,0.89,1.071GiB / 119.7GiB,43.7GB / 43.8GB,0B / 94.2kB,24
1772063595972,oai-nr-du,327.42,0.9,1.071GiB / 119.7GiB,46.1GB / 46.2GB,0B / 94.2kB,24
1772063598979,oai-nr-du,329.74,0.89,1.071GiB / 119.7GiB,48.5GB / 48.6GB,0B / 94.2kB,24
1772063601987,oai-nr-du,338.54,0.9,1.071GiB / 119.7GiB,50.8GB / 50.9GB,0B / 102kB,24
1772063604994,oai-nr-du,335.96,0.89,1.071GiB / 119.7GiB,53.2GB / 53.3GB,0B / 102kB,24
1772063608000,oai-nr-du,329.82,0.9,1.072GiB / 119.7GiB,55.6GB / 55.7GB,0B / 102kB,24
1772063611008,oai-nr-du,331.85,0.89,1.07GiB / 119.7GiB,58GB / 58.2GB,0B / 102kB,24
1772063614014,oai-nr-du,332.29,0.89,1.071GiB / 119.7GiB,60.3GB / 60.6GB,0B / 102kB,24
1772063617024,oai-nr-du,329.67,0.89,1.07GiB / 119.7GiB,62.7GB / 63GB,0B / 102kB,24
1772063620030,oai-nr-du,324.89,0.89,1.071GiB / 119.7GiB,65.1GB / 65.4GB,0B / 102kB,24
1772063623038,oai-nr-du,323.88,0.89,1.07GiB / 119.7GiB,67.4GB / 67.8GB,0B / 102kB,24
1772063626046,oai-nr-du,327.67,0.89,1.071GiB / 119.7GiB,69.8GB / 70.2GB,0B / 102kB,24
1772063629054,oai-nr-du,323.79,0.89,1.071GiB / 119.7GiB,72.2GB / 72.5GB,0B / 102kB,24
1772063632061,oai-nr-du,327.64,0.9,1.072GiB / 119.7GiB,74.5GB / 74.9GB,0B / 111kB,24
1772063635066,oai-nr-du,321.08,0.9,1.071GiB / 119.7GiB,76.9GB / 77.3GB,0B / 111kB,24
1772063638075,oai-nr-du,322.39,0.89,1.071GiB / 119.7GiB,79.2GB / 79.7GB,0B / 111kB,24
1772063641082,oai-nr-du,337.64,0.89,1.071GiB / 119.7GiB,81.5GB / 82GB,0B / 111kB,24
1772063644092,oai-nr-du,345.43,0.9,1.072GiB / 119.7GiB,83.9GB / 84.4GB,0B / 111kB,24
