# start_epoch_ms=1772063587937 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772063587937,oai-nr-cu,9.56,0.13,156MiB / 119.7GiB,5.24MB / 5.26MB,0B / 283kB,16
1772063590962,oai-nr-cu,17.71,0.13,156.3MiB / 119.7GiB,32.2MB / 32.3MB,0B / 295kB,16
1772063593966,oai-nr-cu,16.59,0.13,156MiB / 119.7GiB,60.5MB / 60.8MB,0B / 307kB,16
1772063596976,oai-nr-cu,17.86,0.13,156.2MiB / 119.7GiB,88.9MB / 89.3MB,0B / 319kB,16
1772063599981,oai-nr-cu,16.95,0.13,156.2MiB / 119.7GiB,117MB / 118MB,0B / 332kB,16
1772063602988,oai-nr-cu,18.92,0.13,156.2MiB / 119.7GiB,146MB / 147MB,0B / 344kB,16
1772063605997,oai-nr-cu,17.05,0.13,156.2MiB / 119.7GiB,174MB / 175MB,0B / 356kB,16
1772063609002,oai-nr-cu,15.69,0.13,156.3MiB / 119.7GiB,203MB / 204MB,0B / 369kB,16
1772063612010,oai-nr-cu,17.9,0.13,156.2MiB / 119.7GiB,231MB / 233MB,0B / 381kB,16
1772063615018,oai-nr-cu,17.19,0.13,156.2MiB / 119.7GiB,260MB / 261MB,0B / 393kB,16
1772063618026,oai-nr-cu,17.28,0.13,156MiB / 119.7GiB,288MB / 290MB,0B / 406kB,16
1772063621035,oai-nr-cu,17.86,0.13,156.1MiB / 119.7GiB,317MB / 318MB,0B / 418kB,16
1772063624042,oai-nr-cu,17.54,0.13,156.2MiB / 119.7GiB,345MB / 347MB,0B / 430kB,16
1772063627049,oai-nr-cu,18.02,0.13,156.3MiB / 119.7GiB,374MB / 376MB,0B / 442kB,16
1772063630058,oai-nr-cu,16.43,0.13,156MiB / 119.7GiB,402MB / 404MB,0B / 455kB,16
1772063633064,oai-nr-cu,16.74,0.13,156.2MiB / 119.7GiB,430MB / 433MB,0B / 467kB,16
1772063636070,oai-nr-cu,17.54,0.13,156.2MiB / 119.7GiB,458MB / 461MB,0B / 479kB,16
1772063639078,oai-nr-cu,16.12,0.13,156MiB / 119.7GiB,486MB / 488MB,0B / 492kB,16
1772063642086,oai-nr-cu,16.8,0.13,156.2MiB / 119.7GiB,514MB / 517MB,0B / 504kB,16
1772063645096,oai-nr-cu,16.8,0.13,156MiB / 119.7GiB,543MB / 545MB,0B / 516kB,16
