# start_epoch_ms=1772062953211 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772062953211,oai-nr-cu,1.57,0.15,181.1MiB / 119.7GiB,17.6kB / 7.34kB,29.1MB / 262kB,16
1772062956234,oai-nr-cu,1.92,0.15,181.1MiB / 119.7GiB,17.7kB / 7.45kB,29.1MB / 274kB,16
1772062959243,oai-nr-cu,1.72,0.15,181.1MiB / 119.7GiB,17.8kB / 7.45kB,29.1MB / 287kB,16
1772062962251,oai-nr-cu,1.97,0.15,181.1MiB / 119.7GiB,17.8kB / 7.45kB,29.1MB / 299kB,16
1772062965258,oai-nr-cu,1.88,0.15,181.1MiB / 119.7GiB,17.9kB / 7.55kB,29.1MB / 311kB,16
1772062968265,oai-nr-cu,1.41,0.15,181.1MiB / 119.7GiB,17.9kB / 7.55kB,29.1MB / 324kB,16
1772062971274,oai-nr-cu,1.99,0.15,181.1MiB / 119.7GiB,17.9kB / 7.6kB,29.1MB / 336kB,16
1772062974281,oai-nr-cu,1.25,0.15,181.1MiB / 119.7GiB,18.3kB / 8.02kB,29.1MB / 348kB,16
1772062977286,oai-nr-cu,2.78,0.15,181.2MiB / 119.7GiB,18.4kB / 8.1kB,29.1MB / 360kB,16
1772062980295,oai-nr-cu,1.64,0.15,181.1MiB / 119.7GiB,18.4kB / 8.1kB,29.1MB / 373kB,16
1772062983303,oai-nr-cu,1.4,0.15,181.1MiB / 119.7GiB,18.5kB / 8.21kB,29.1MB / 385kB,16
1772062986310,oai-nr-cu,2.1,0.15,181.1MiB / 119.7GiB,18.5kB / 8.21kB,29.1MB / 397kB,16
1772062989318,oai-nr-cu,1.67,0.15,181.1MiB / 119.7GiB,18.6kB / 8.32kB,29.1MB / 410kB,16
1772062992327,oai-nr-cu,1.91,0.15,181.1MiB / 119.7GiB,19kB / 8.32kB,29.1MB / 422kB,16
1772062995334,oai-nr-cu,1.46,0.15,181.1MiB / 119.7GiB,19.4kB / 8.32kB,29.1MB / 434kB,16
1772062998342,oai-nr-cu,1.62,0.15,181.1MiB / 119.7GiB,19.4kB / 8.32kB,29.1MB / 446kB,16
1772063001350,oai-nr-cu,1.77,0.15,181.1MiB / 119.7GiB,19.4kB / 8.32kB,29.1MB / 459kB,16
1772063004357,oai-nr-cu,2.24,0.15,181.1MiB / 119.7GiB,19.8kB / 8.74kB,29.1MB / 471kB,16
1772063007365,oai-nr-cu,3.42,0.15,181.1MiB / 119.7GiB,19.8kB / 8.74kB,29.1MB / 483kB,16
1772063010372,oai-nr-cu,1.34,0.15,181.1MiB / 119.7GiB,19.8kB / 8.74kB,29.1MB / 496kB,16
