# start_epoch_ms=1772062953211 interval_s=0.5
ts_epoch_ms,gpu_index,power_draw_w,power_limit_w,temp_gpu_c
1772062953211,0,11.06,[N/A],45
1772062953741,0,11.13,[N/A],45
1772062954264,0,11.18,[N/A],45
1772062954795,0,11.07,[N/A],45
1772062955324,0,10.97,[N/A],45
1772062955848,0,11.10,[N/A],45
1772062956379,0,11.15,[N/A],45
1772062956912,0,11.03,[N/A],45
1772062957441,0,11.01,[N/A],45
1772062957966,0,11.02,[N/A],45
1772062958490,0,11.04,[N/A],45
1772062959017,0,11.04,[N/A],45
1772062959546,0,11.16,[N/A],45
1772062960072,0,11.57,[N/A],45
1772062960605,0,11.74,[N/A],45
1772062961139,0,11.50,[N/A],45
1772062961663,0,11.37,[N/A],45
1772062962194,0,11.33,[N/A],45
1772062962723,0,11.73,[N/A],45
1772062963248,0,12.12,[N/A],46
1772062963771,0,12.00,[N/A],45
1772062964294,0,11.86,[N/A],45
1772062964815,0,11.53,[N/A],45
1772062965346,0,11.12,[N/A],45
1772062965869,0,11.31,[N/A],45
1772062966400,0,11.47,[N/A],45
1772062966929,0,11.37,[N/A],45
1772062967459,0,11.62,[N/A],46
1772062967984,0,12.11,[N/A],46
1772062968508,0,12.32,[N/A],46
1772062969037,0,12.04,[N/A],46
1772062969564,0,11.70,[N/A],46
1772062970088,0,11.55,[N/A],46
1772062970610,0,11.49,[N/A],46
1772062971140,0,11.28,[N/A],46
1772062971663,0,11.40,[N/A],46
1772062972190,0,11.38,[N/A],46
1772062972718,0,11.47,[N/A],46
1772062973248,0,11.78,[N/A],46
1772062973773,0,11.97,[N/A],46
1772062974296,0,11.82,[N/A],46
1772062974821,0,11.77,[N/A],46
1772062975344,0,11.71,[N/A],46
1772062975870,0,11.30,[N/A],46
1772062976396,0,11.45,[N/A],46
1772062976925,0,11.72,[N/A],46
1772062977449,0,11.70,[N/A],46
1772062977984,0,11.90,[N/A],46
1772062978509,0,12.07,[N/A],46
1772062979032,0,12.26,[N/A],46
1772062979558,0,12.17,[N/A],46
1772062980083,0,11.96,[N/A],46
1772062980605,0,12.02,[N/A],46
1772062981136,0,11.74,[N/A],46
1772062981662,0,11.48,[N/A],46
1772062982186,0,11.37,[N/A],46
1772062982714,0,11.48,[N/A],46
1772062983244,0,11.75,[N/A],46
1772062983772,0,11.59,[N/A],46
1772062984295,0,11.54,[N/A],46
1772062984819,0,11.40,[N/A],46
1772062985350,0,11.20,[N/A],46
1772062985875,0,11.14,[N/A],46
1772062986403,0,11.11,[N/A],46
1772062986926,0,11.12,[N/A],46
1772062987459,0,11.25,[N/A],46
1772062987985,0,11.25,[N/A],46
1772062988516,0,11.12,[N/A],46
1772062989038,0,11.18,[N/A],46
1772062989561,0,11.19,[N/A],46
1772062990084,0,11.28,[N/A],46
1772062990614,0,11.33,[N/A],46
1772062991136,0,11.30,[N/A],46
1772062991661,0,11.26,[N/A],46
1772062992190,0,11.16,[N/A],46
1772062992718,0,11.27,[N/A],46
1772062993243,0,11.32,[N/A],46
1772062993773,0,11.35,[N/A],46
1772062994299,0,11.27,[N/A],46
1772062994827,0,11.14,[N/A],46
1772062995356,0,11.14,[N/A],46
1772062995882,0,11.15,[N/A],46
1772062996411,0,11.21,[N/A],46
1772062996936,0,11.32,[N/A],46
1772062997464,0,11.24,[N/A],46
1772062997988,0,11.19,[N/A],46
1772062998517,0,11.34,[N/A],46
1772062999043,0,11.42,[N/A],46
1772062999569,0,11.27,[N/A],46
1772063000097,0,11.16,[N/A],46
1772063000622,0,11.27,[N/A],46
1772063001151,0,11.88,[N/A],47
1772063001673,0,12.11,[N/A],47
1772063002195,0,11.86,[N/A],46
1772063002720,0,11.91,[N/A],46
1772063003252,0,12.23,[N/A],47
1772063003779,0,11.66,[N/A],46
1772063004307,0,11.16,[N/A],46
1772063004831,0,11.59,[N/A],47
1772063005358,0,11.52,[N/A],47
1772063005883,0,11.17,[N/A],47
1772063006413,0,11.17,[N/A],47
1772063006933,0,11.66,[N/A],47
1772063007465,0,11.85,[N/A],47
1772063007992,0,11.56,[N/A],47
1772063008520,0,11.51,[N/A],47
1772063009045,0,11.35,[N/A],47
1772063009572,0,11.50,[N/A],47
1772063010096,0,11.64,[N/A],47
1772063010623,0,11.47,[N/A],47
1772063011150,0,11.23,[N/A],47
1772063011680,0,11.41,[N/A],47
1772063012208,0,11.57,[N/A],47
1772063012732,0,11.33,[N/A],47
