# start_epoch_ms=1772062953211 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1772062953211,0,0,0
1772062953735,0,0,0
1772062954260,0,1,0
1772062954791,0,1,0
1772062955319,0,1,0
1772062955853,0,1,0
1772062956381,0,1,0
1772062956912,0,1,0
1772062957441,0,0,0
1772062957971,0,0,0
1772062958496,0,1,0
1772062959022,0,1,0
1772062959550,0,1,0
1772062960079,0,5,0
1772062960605,0,5,0
1772062961127,0,1,0
1772062961650,0,1,0
1772062962175,0,1,0
1772062962699,0,1,0
1772062963225,0,4,0
1772062963751,0,4,0
1772062964274,0,3,0
1772062964794,0,3,0
1772062965315,0,0,0
1772062965836,0,0,0
1772062966359,0,2,0
1772062966882,0,2,0
1772062967408,0,2,0
1772062967936,0,2,0
1772062968462,0,4,0
1772062968984,0,4,0
1772062969510,0,2,0
1772062970030,0,2,0
1772062970552,0,3,0
1772062971073,0,1,0
1772062971593,0,1,0
1772062972117,0,1,0
1772062972638,0,1,0
1772062973160,0,3,0
1772062973684,0,3,0
1772062974229,0,2,0
1772062974756,0,2,0
1772062975276,0,2,0
1772062975803,0,2,0
1772062976327,0,1,0
1772062976859,0,1,0
1772062977381,0,2,0
1772062977907,0,2,0
1772062978430,0,2,0
1772062978956,0,2,0
1772062979492,0,3,0
1772062980015,0,3,0
1772062980537,0,1,0
1772062981064,0,1,0
1772062981588,0,1,0
1772062982113,0,1,0
1772062982640,0,1,0
1772062983163,0,2,0
1772062983689,0,2,0
1772062984213,0,1,0
1772062984734,0,1,0
1772062985262,0,1,0
1772062985787,0,1,0
1772062986314,0,0,0
1772062986835,0,0,0
1772062987356,0,0,0
1772062987877,0,0,0
1772062988402,0,0,0
1772062988928,0,0,0
1772062989450,0,0,0
1772062989979,0,0,0
1772062990506,0,2,0
1772062991030,0,2,0
1772062991553,0,0,0
1772062992074,0,0,0
1772062992602,0,0,0
1772062993123,0,1,0
1772062993645,0,1,0
1772062994166,0,0,0
1772062994692,0,0,0
1772062995213,0,0,0
1772062995737,0,0,0
1772062996260,0,0,0
1772062996781,0,0,0
1772062997302,0,1,0
1772062997824,0,1,0
1772062998348,0,0,0
1772062998877,0,0,0
1772062999403,0,1,0
1772062999929,0,1,0
1772063000456,0,0,0
1772063000977,0,0,0
1772063001504,0,3,0
1772063002026,0,3,0
1772063002549,0,1,0
1772063003069,0,3,0
1772063003592,0,3,0
1772063004113,0,0,0
1772063004639,0,0,0
1772063005159,0,0,0
1772063005679,0,0,0
1772063006202,0,0,0
1772063006725,0,0,0
1772063007248,0,2,0
1772063007775,0,2,0
1772063008299,0,2,0
1772063008824,0,2,0
1772063009349,0,0,0
1772063009871,0,0,0
1772063010395,0,1,0
1772063010915,0,1,0
1772063011442,0,0,0
1772063011966,0,0,0
1772063012493,0,1,0
1772063013015,0,1,0
