# start_epoch_ms=1771461186597 interval_s=0.5
ts_epoch_ms,gpu_index,power_draw_w,power_limit_w,temp_gpu_c
1771461186597,0,11.54,[N/A],48
1771461187127,0,12.53,[N/A],48
1771461187655,0,13.70,[N/A],48
1771461188182,0,14.38,[N/A],48
1771461188712,0,14.88,[N/A],49
1771461189242,0,15.46,[N/A],49
1771461189769,0,16.15,[N/A],49
1771461190297,0,16.90,[N/A],49
1771461190830,0,17.71,[N/A],49
1771461191354,0,18.77,[N/A],50
1771461191880,0,19.97,[N/A],50
1771461192402,0,20.66,[N/A],50
1771461192930,0,20.82,[N/A],50
1771461193458,0,20.82,[N/A],50
1771461193984,0,20.89,[N/A],50
1771461194510,0,20.80,[N/A],50
1771461195038,0,20.83,[N/A],50
1771461195562,0,20.86,[N/A],50
1771461196089,0,20.86,[N/A],50
1771461196617,0,20.83,[N/A],50
1771461197145,0,20.95,[N/A],50
1771461197668,0,21.05,[N/A],51
1771461198195,0,21.09,[N/A],51
1771461198725,0,21.03,[N/A],51
1771461199251,0,21.00,[N/A],51
1771461199780,0,21.19,[N/A],51
1771461200308,0,21.25,[N/A],51
1771461200837,0,21.10,[N/A],51
1771461201364,0,21.15,[N/A],51
1771461201891,0,21.17,[N/A],51
1771461202422,0,21.04,[N/A],51
1771461202947,0,21.15,[N/A],51
1771461203477,0,21.13,[N/A],51
1771461204003,0,21.11,[N/A],51
1771461204534,0,21.27,[N/A],51
1771461205061,0,21.31,[N/A],51
1771461205588,0,21.33,[N/A],51
1771461206115,0,21.33,[N/A],52
1771461206639,0,21.29,[N/A],51
1771461207163,0,21.46,[N/A],51
1771461207688,0,21.54,[N/A],51
1771461208213,0,21.41,[N/A],52
1771461208743,0,21.52,[N/A],51
1771461209269,0,21.51,[N/A],52
1771461209797,0,21.40,[N/A],51
1771461210321,0,21.46,[N/A],51
1771461210847,0,21.42,[N/A],51
1771461211376,0,21.37,[N/A],51
1771461211902,0,21.50,[N/A],52
1771461212425,0,21.50,[N/A],52
1771461212953,0,21.56,[N/A],52
1771461213480,0,21.54,[N/A],52
1771461214009,0,21.45,[N/A],51
1771461214534,0,21.43,[N/A],52
1771461215060,0,21.50,[N/A],51
1771461215585,0,21.54,[N/A],52
1771461216112,0,21.43,[N/A],52
1771461216640,0,21.56,[N/A],52
1771461217165,0,21.50,[N/A],52
1771461217696,0,21.25,[N/A],52
1771461218221,0,21.10,[N/A],52
1771461218752,0,21.10,[N/A],52
1771461219282,0,21.42,[N/A],52
1771461219811,0,21.53,[N/A],52
1771461220337,0,21.40,[N/A],52
1771461220865,0,21.74,[N/A],52
1771461221390,0,21.82,[N/A],52
1771461221919,0,21.81,[N/A],52
1771461222448,0,21.69,[N/A],52
1771461222976,0,21.38,[N/A],53
1771461223506,0,21.53,[N/A],52
1771461224031,0,21.40,[N/A],52
1771461224562,0,21.63,[N/A],53
1771461225087,0,21.63,[N/A],52
1771461225616,0,22.12,[N/A],53
1771461226158,0,23.25,[N/A],52
1771461226690,0,23.43,[N/A],53
1771461227216,0,22.78,[N/A],53
1771461227744,0,22.22,[N/A],52
1771461228268,0,22.05,[N/A],53
1771461228794,0,22.00,[N/A],53
1771461229323,0,21.97,[N/A],52
1771461229856,0,22.03,[N/A],52
1771461230384,0,21.95,[N/A],53
1771461230909,0,21.91,[N/A],52
1771461231436,0,21.90,[N/A],53
1771461231960,0,21.78,[N/A],53
1771461232489,0,21.54,[N/A],53
1771461233018,0,21.25,[N/A],53
1771461233542,0,21.24,[N/A],52
1771461234069,0,21.19,[N/A],53
1771461234593,0,21.49,[N/A],53
1771461235120,0,21.59,[N/A],53
1771461235646,0,21.45,[N/A],53
1771461236170,0,21.35,[N/A],53
1771461236695,0,21.27,[N/A],53
1771461237222,0,21.28,[N/A],53
1771461237749,0,21.30,[N/A],53
1771461238277,0,21.20,[N/A],53
1771461238807,0,21.39,[N/A],53
1771461239334,0,22.01,[N/A],53
1771461239860,0,22.04,[N/A],53
1771461240387,0,21.71,[N/A],53
1771461240913,0,21.80,[N/A],53
1771461241437,0,21.53,[N/A],53
1771461241963,0,21.35,[N/A],53
1771461242487,0,21.39,[N/A],53
1771461243015,0,21.27,[N/A],53
1771461243543,0,21.27,[N/A],53
1771461244069,0,21.27,[N/A],54
1771461244592,0,21.36,[N/A],53
1771461245122,0,21.39,[N/A],53
1771461245649,0,21.37,[N/A],54
1771461246178,0,21.39,[N/A],53
