# start_epoch_ms=1771461186597 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771461186597,oai-nr-cu,4.68,0.13,158.1MiB / 119.7GiB,480kB / 475kB,0B / 410kB,16
1771461188806,oai-nr-cu,6.04,0.13,158.1MiB / 119.7GiB,3.49MB / 3.5MB,0B / 418kB,16
1771461190842,oai-nr-cu,7.91,0.13,158.1MiB / 119.7GiB,10.6MB / 10.7MB,0B / 426kB,16
1771461192885,oai-nr-cu,9.77,0.13,158.3MiB / 119.7GiB,25.3MB / 25.4MB,0B / 438kB,16
1771461195946,oai-nr-cu,10.34,0.13,158.1MiB / 119.7GiB,40.2MB / 40.4MB,0B / 451kB,16
1771461198998,oai-nr-cu,10.07,0.13,158.1MiB / 119.7GiB,55.3MB / 55.5MB,0B / 463kB,16
1771461202039,oai-nr-cu,9.8,0.13,158.1MiB / 119.7GiB,65.3MB / 65.7MB,0B / 475kB,16
1771461204073,oai-nr-cu,10.23,0.13,158.1MiB / 119.7GiB,75.5MB / 75.9MB,0B / 483kB,16
1771461206110,oai-nr-cu,11.22,0.13,158.3MiB / 119.7GiB,90.9MB / 91.4MB,0B / 496kB,16
1771461209161,oai-nr-cu,10.13,0.13,158.1MiB / 119.7GiB,101MB / 102MB,0B / 504kB,16
1771461211198,oai-nr-cu,10.2,0.13,158.1MiB / 119.7GiB,111MB / 112MB,0B / 512kB,16
1771461213226,oai-nr-cu,9.95,0.13,158.2MiB / 119.7GiB,122MB / 122MB,0B / 520kB,16
1771461215262,oai-nr-cu,11.1,0.13,158.1MiB / 119.7GiB,132MB / 133MB,0B / 528kB,16
1771461217298,oai-nr-cu,8.56,0.13,158.3MiB / 119.7GiB,142MB / 142MB,0B / 537kB,16
1771461219331,oai-nr-cu,8.36,0.13,158.1MiB / 119.7GiB,151MB / 152MB,0B / 545kB,16
1771461221364,oai-nr-cu,9.21,0.13,158.1MiB / 119.7GiB,161MB / 162MB,0B / 553kB,16
1771461223398,oai-nr-cu,8.69,0.13,158.1MiB / 119.7GiB,171MB / 172MB,0B / 561kB,16
1771461225442,oai-nr-cu,9.87,0.13,158.1MiB / 119.7GiB,185MB / 186MB,0B / 573kB,16
1771461228499,oai-nr-cu,9.0,0.13,158.3MiB / 119.7GiB,195MB / 196MB,0B / 582kB,16
1771461230529,oai-nr-cu,8.55,0.13,158.3MiB / 119.7GiB,205MB / 206MB,0B / 590kB,16
1771461232566,oai-nr-cu,8.19,0.13,158.1MiB / 119.7GiB,215MB / 216MB,0B / 598kB,16
1771461234602,oai-nr-cu,10.13,0.13,158.3MiB / 119.7GiB,224MB / 225MB,0B / 606kB,16
1771461236647,oai-nr-cu,8.73,0.13,158.1MiB / 119.7GiB,234MB / 235MB,0B / 614kB,16
1771461238675,oai-nr-cu,9.46,0.13,158.1MiB / 119.7GiB,244MB / 245MB,0B / 623kB,16
1771461240710,oai-nr-cu,9.44,0.13,158.3MiB / 119.7GiB,253MB / 254MB,0B / 631kB,16
1771461242742,oai-nr-cu,8.35,0.13,158.1MiB / 119.7GiB,263MB / 264MB,0B / 639kB,16
1771461244785,oai-nr-cu,11.02,0.13,158.4MiB / 119.7GiB,273MB / 274MB,0B / 647kB,16
