# start_epoch_ms=1771461186598 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1771461186598,0,2,0
1771461187127,0,5,0
1771461187657,0,5,0
1771461188184,0,4,0
1771461188712,0,4,0
1771461189234,0,7,0
1771461189763,0,7,0
1771461190288,0,9,0
1771461190812,0,9,0
1771461191337,0,12,0
1771461191861,0,12,0
1771461192384,0,17,0
1771461192908,0,17,0
1771461193430,0,17,0
1771461193954,0,16,0
1771461194476,0,16,0
1771461194999,0,15,0
1771461195527,0,15,0
1771461196054,0,16,0
1771461196576,0,16,0
1771461197101,0,15,0
1771461197623,0,15,0
1771461198146,0,18,0
1771461198669,0,18,0
1771461199193,0,15,0
1771461199716,0,15,0
1771461200242,0,15,0
1771461200764,0,15,0
1771461201289,0,19,0
1771461201813,0,19,0
1771461202338,0,17,0
1771461202862,0,17,0
1771461203386,0,15,0
1771461203912,0,15,0
1771461204436,0,15,0
1771461204962,0,15,0
1771461205486,0,15,0
1771461206007,0,16,0
1771461206530,0,16,0
1771461207054,0,16,0
1771461207579,0,16,0
1771461208105,0,16,0
1771461208628,0,16,0
1771461209152,0,16,0
1771461209676,0,16,0
1771461210199,0,15,0
1771461210721,0,15,0
1771461211247,0,16,0
1771461211770,0,16,0
1771461212294,0,17,0
1771461212817,0,17,0
1771461213343,0,17,0
1771461213866,0,17,0
1771461214388,0,17,0
1771461214911,0,17,0
1771461215435,0,18,0
1771461215960,0,16,0
1771461216485,0,16,0
1771461217007,0,20,0
1771461217529,0,20,0
1771461218053,0,14,0
1771461218578,0,14,0
1771461219102,0,19,0
1771461219625,0,19,0
1771461220147,0,17,0
1771461220672,0,17,0
1771461221198,0,19,0
1771461221726,0,19,0
1771461222251,0,19,0
1771461222774,0,19,0
1771461223297,0,20,0
1771461223826,0,20,0
1771461224351,0,15,0
1771461224875,0,15,0
1771461225398,0,17,0
1771461225930,0,17,0
1771461226467,0,24,0
1771461226996,0,19,0
1771461227521,0,19,0
1771461228044,0,15,0
1771461228566,0,15,0
1771461229089,0,19,0
1771461229616,0,19,0
1771461230139,0,18,0
1771461230663,0,18,0
1771461231188,0,18,0
1771461231712,0,18,0
1771461232238,0,19,0
1771461232762,0,19,0
1771461233284,0,14,0
1771461233806,0,14,0
1771461234330,0,16,0
1771461234854,0,16,0
1771461235380,0,14,0
1771461235903,0,14,0
1771461236430,0,14,0
1771461236958,0,15,0
1771461237485,0,15,0
1771461238009,0,14,0
1771461238535,0,14,0
1771461239059,0,21,0
1771461239583,0,21,0
1771461240107,0,17,0
1771461240630,0,17,0
1771461241152,0,18,0
1771461241674,0,18,0
1771461242199,0,15,0
1771461242722,0,15,0
1771461243251,0,15,0
1771461243777,0,15,0
1771461244300,0,15,0
1771461244826,0,15,0
1771461245349,0,16,0
1771461245872,0,16,0
1771461246395,0,15,0
