# start_epoch_ms=1772062021040 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1772062021040,oai-nr-cu,2.9,0.13,162.7MiB / 119.7GiB,2.71MB / 167kB,0B / 14.6MB,16
1772062023065,oai-nr-cu,4.23,0.13,162.7MiB / 119.7GiB,4.07MB / 1.53MB,0B / 14.6MB,16
1772062026071,oai-nr-cu,4.42,0.13,162.7MiB / 119.7GiB,7.23MB / 4.71MB,0B / 14.6MB,16
1772062029080,oai-nr-cu,5.79,0.13,162.7MiB / 119.7GiB,13.3MB / 10.8MB,0B / 14.6MB,16
1772062032085,oai-nr-cu,5.88,0.13,162.7MiB / 119.7GiB,21MB / 18.6MB,0B / 14.6MB,16
1772062035093,oai-nr-cu,6.09,0.13,162.9MiB / 119.7GiB,28.7MB / 26.3MB,0B / 14.6MB,16
1772062038102,oai-nr-cu,5.85,0.13,162.7MiB / 119.7GiB,36.4MB / 34.1MB,0B / 14.6MB,16
1772062041107,oai-nr-cu,6.97,0.13,162.9MiB / 119.7GiB,44.1MB / 41.8MB,0B / 14.7MB,16
1772062044115,oai-nr-cu,5.73,0.13,163MiB / 119.7GiB,51.8MB / 49.6MB,0B / 14.7MB,16
1772062047124,oai-nr-cu,5.72,0.13,163MiB / 119.7GiB,59.5MB / 57.3MB,0B / 14.7MB,16
1772062050131,oai-nr-cu,5.61,0.13,162.9MiB / 119.7GiB,67.1MB / 64.9MB,0B / 14.7MB,16
1772062053140,oai-nr-cu,5.57,0.13,162.9MiB / 119.7GiB,74.7MB / 72.5MB,0B / 14.7MB,16
1772062056147,oai-nr-cu,5.55,0.13,162.7MiB / 119.7GiB,82.3MB / 80.2MB,0B / 14.7MB,16
1772062059156,oai-nr-cu,5.72,0.13,162.7MiB / 119.7GiB,89.9MB / 87.8MB,0B / 14.7MB,16
1772062062164,oai-nr-cu,5.71,0.13,162.9MiB / 119.7GiB,97.5MB / 95.4MB,0B / 14.7MB,16
1772062065172,oai-nr-cu,5.58,0.13,162.9MiB / 119.7GiB,105MB / 103MB,0B / 14.7MB,16
1772062068179,oai-nr-cu,5.51,0.13,162.7MiB / 119.7GiB,113MB / 111MB,0B / 14.8MB,16
1772062071186,oai-nr-cu,6.88,0.13,163.2MiB / 119.7GiB,120MB / 118MB,0B / 14.8MB,16
1772062074194,oai-nr-cu,5.69,0.13,162.9MiB / 119.7GiB,128MB / 126MB,0B / 14.8MB,16
1772062077201,oai-nr-cu,5.62,0.13,162.7MiB / 119.7GiB,135MB / 133MB,0B / 14.8MB,16
