# start_epoch_ms=1771460917419 interval_s=0.5 container=oai-nr-cu
ts_epoch_ms,container,cpu_percent,mem_percent,mem_usage,net_io,block_io,pids
1771460917419,oai-nr-cu,6.69,0.13,156MiB / 119.7GiB,1.33MB / 1.33MB,0B / 270kB,16
1771460919516,oai-nr-cu,17.22,0.13,156MiB / 119.7GiB,14MB / 14.1MB,0B / 279kB,16
1771460921551,oai-nr-cu,16.89,0.13,156.2MiB / 119.7GiB,33.1MB / 33.3MB,0B / 287kB,16
1771460923590,oai-nr-cu,17.11,0.13,156.3MiB / 119.7GiB,52.2MB / 52.5MB,0B / 295kB,16
1771460925615,oai-nr-cu,17.54,0.13,156.2MiB / 119.7GiB,80.8MB / 81.2MB,0B / 307kB,16
1771460928665,oai-nr-cu,17.27,0.13,156.2MiB / 119.7GiB,99.8MB / 100MB,0B / 315kB,16
1771460930698,oai-nr-cu,16.92,0.13,156.2MiB / 119.7GiB,128MB / 129MB,0B / 328kB,16
1771460933749,oai-nr-cu,17.7,0.13,156MiB / 119.7GiB,147MB / 148MB,0B / 336kB,16
1771460935778,oai-nr-cu,16.35,0.13,156.1MiB / 119.7GiB,166MB / 167MB,0B / 344kB,16
1771460937803,oai-nr-cu,17.45,0.13,156MiB / 119.7GiB,185MB / 186MB,0B / 356kB,16
1771460939835,oai-nr-cu,17.35,0.13,156MiB / 119.7GiB,205MB / 206MB,0B / 365kB,16
1771460941877,oai-nr-cu,18.18,0.13,156MiB / 119.7GiB,234MB / 235MB,0B / 377kB,16
1771460944930,oai-nr-cu,16.64,0.13,156.2MiB / 119.7GiB,262MB / 263MB,0B / 389kB,16
1771460947979,oai-nr-cu,16.17,0.13,156.2MiB / 119.7GiB,281MB / 283MB,0B / 397kB,16
1771460950005,oai-nr-cu,17.59,0.13,156.1MiB / 119.7GiB,300MB / 302MB,0B / 406kB,16
1771460952036,oai-nr-cu,16.17,0.13,156MiB / 119.7GiB,329MB / 330MB,0B / 418kB,16
1771460955092,oai-nr-cu,15.67,0.13,156.3MiB / 119.7GiB,348MB / 350MB,0B / 426kB,16
1771460957121,oai-nr-cu,18.33,0.13,156MiB / 119.7GiB,367MB / 369MB,0B / 434kB,16
1771460959160,oai-nr-cu,17.68,0.13,156.3MiB / 119.7GiB,386MB / 388MB,0B / 442kB,16
1771460961203,oai-nr-cu,17.64,0.13,156MiB / 119.7GiB,414MB / 416MB,0B / 455kB,16
1771460964251,oai-nr-cu,15.77,0.13,156MiB / 119.7GiB,433MB / 435MB,0B / 463kB,16
1771460966277,oai-nr-cu,16.74,0.13,156.3MiB / 119.7GiB,452MB / 454MB,0B / 471kB,16
1771460968312,oai-nr-cu,18.15,0.13,156.3MiB / 119.7GiB,481MB / 483MB,0B / 483kB,16
1771460971367,oai-nr-cu,16.15,0.13,156MiB / 119.7GiB,499MB / 502MB,0B / 492kB,16
1771460973390,oai-nr-cu,16.22,0.13,156.2MiB / 119.7GiB,518MB / 521MB,0B / 500kB,16
1771460975426,oai-nr-cu,16.69,0.13,156.2MiB / 119.7GiB,538MB / 540MB,0B / 508kB,16
