# start_epoch_ms=1771460917419 interval_s=0.5
ts_epoch_ms,gpu_index,util_gpu_pct,util_mem_pct
1771460917419,0,0,0
1771460917950,0,8,0
1771460918481,0,8,0
1771460919009,0,13,0
1771460919533,0,13,0
1771460920058,0,24,0
1771460920584,0,24,0
1771460921108,0,28,0
1771460921632,0,28,0
1771460922155,0,28,0
1771460922684,0,28,0
1771460923208,0,27,0
1771460923731,0,27,0
1771460924254,0,29,0
1771460924778,0,29,0
1771460925300,0,29,0
1771460925823,0,29,0
1771460926344,0,30,0
1771460926869,0,30,0
1771460927390,0,29,0
1771460927915,0,29,0
1771460928435,0,28,0
1771460928958,0,28,0
1771460929481,0,28,0
1771460930004,0,28,0
1771460930526,0,28,0
1771460931049,0,28,0
1771460931573,0,28,0
1771460932096,0,28,0
1771460932619,0,28,0
1771460933146,0,28,0
1771460933668,0,28,0
1771460934193,0,28,0
1771460934715,0,28,0
1771460935239,0,28,0
1771460935763,0,28,0
1771460936288,0,30,0
1771460936810,0,30,0
1771460937334,0,31,0
1771460937855,0,31,0
1771460938378,0,30,0
1771460938900,0,30,0
1771460939423,0,28,0
1771460939947,0,28,0
1771460940471,0,28,0
1771460940994,0,29,0
1771460941516,0,29,0
1771460942041,0,28,0
1771460942562,0,28,0
1771460943086,0,28,0
1771460943609,0,28,0
1771460944134,0,28,0
1771460944658,0,28,0
1771460945183,0,28,0
1771460945706,0,28,0
1771460946230,0,29,0
1771460946755,0,29,0
1771460947278,0,30,0
1771460947804,0,30,0
1771460948325,0,29,0
1771460948848,0,29,0
1771460949371,0,29,0
1771460949893,0,29,0
1771460950417,0,29,0
1771460950940,0,28,0
1771460951465,0,28,0
1771460951985,0,28,0
1771460952507,0,28,0
1771460953031,0,28,0
1771460953554,0,28,0
1771460954076,0,28,0
1771460954600,0,28,0
1771460955124,0,29,0
1771460955647,0,29,0
1771460956168,0,30,0
1771460956691,0,30,0
1771460957215,0,30,0
1771460957739,0,30,0
1771460958262,0,29,0
1771460958783,0,29,0
1771460959307,0,29,0
1771460959831,0,29,0
1771460960355,0,37,0
1771460960878,0,37,0
1771460961401,0,29,0
1771460961924,0,28,0
1771460962446,0,28,0
1771460962967,0,28,0
1771460963490,0,28,0
1771460964013,0,28,0
1771460964534,0,28,0
1771460965058,0,27,0
1771460965580,0,27,0
1771460966102,0,30,0
1771460966624,0,30,0
1771460967147,0,30,0
1771460967671,0,30,0
1771460968194,0,31,0
1771460968719,0,31,0
1771460969240,0,30,0
1771460969766,0,30,0
1771460970291,0,29,0
1771460970817,0,29,0
1771460971338,0,31,0
1771460971861,0,31,0
1771460972382,0,29,0
1771460972906,0,29,0
1771460973428,0,29,0
1771460973951,0,36,0
1771460974475,0,36,0
1771460974998,0,33,0
1771460975520,0,33,0
1771460976044,0,38,0
1771460976565,0,38,0
1771460977087,0,31,0
